    1.1334E-01    0.0000E+00    1.4919E+01    2.9839E-01
    1.4772E-01    0.0000E+00    1.5268E+01    3.0535E-01
    1.8240E-01    0.0000E+00    1.6460E+01    3.2919E-01
    2.1780E-01    0.0000E+00    1.5476E+01    3.0952E-01
    2.5224E-01    0.0000E+00    1.3059E+01    2.6118E-01
    2.8758E-01    0.0000E+00    1.0552E+01    2.1104E-01
    3.2130E-01    0.0000E+00    8.2945E+00    1.6589E-01
    3.5496E-01    0.0000E+00    6.4212E+00    1.2842E-01
    3.8760E-01    0.0000E+00    5.3313E+00    1.0663E-01
    4.2828E-01    0.0000E+00    4.5161E+00    9.0321E-02
    4.6110E-01    0.0000E+00    3.9635E+00    7.9271E-02
    4.9650E-01    0.0000E+00    3.3505E+00    6.7011E-02
    5.3058E-01    0.0000E+00    2.8845E+00    5.7691E-02
    5.8326E-01    0.0000E+00    2.4384E+00    4.8768E-02
    6.6240E-01    0.0000E+00    1.8521E+00    3.7042E-02
    7.3740E-01    0.0000E+00    1.6764E+00    3.3529E-02
    8.1300E-01    0.0000E+00    1.5377E+00    3.0753E-02
    8.9460E-01    0.0000E+00    1.3166E+00    2.6332E-02
    9.5820E-01    0.0000E+00    1.2077E+00    2.4154E-02
