    1.4369E-01    1.9947E-02    1.2738E+01    3.3589E+00
    1.6989E-01    2.2085E-02    1.5352E+01    3.1066E+00
    1.9266E-01    2.1363E-02    1.8712E+01    3.1313E+00
    2.1943E-01    1.9239E-02    1.8580E+01    2.6112E+00
    2.2959E-01    1.9957E-02    1.8815E+01    2.5262E+00
    2.4380E-01    1.7805E-02    1.7225E+01    2.1055E+00
    2.5602E-01    1.8527E-02    1.6913E+01    1.8744E+00
    2.6740E-01    1.8522E-02    1.5967E+01    1.5954E+00
    2.8301E-01    1.7800E-02    1.4639E+01    1.4756E+00
    2.9286E-01    1.7809E-02    1.3492E+01    1.2528E+00
    3.0417E-01    1.8527E-02    1.2496E+01    1.1592E+00
    3.1542E-01    1.8522E-02    1.1314E+01    1.0512E+00
    3.3941E-01    1.8517E-02    9.5168E+00    9.4123E-01
    3.6343E-01    1.8517E-02    8.0749E+00    6.2679E-01
    4.0871E-01    1.5667E-02    6.0717E+00    5.1807E-01
    4.5406E-01    1.5676E-02    4.7266E+00    3.1077E-01
    4.9946E-01    1.5672E-02    3.7320E+00    2.2897E-01
    5.4780E-01    1.4964E-02    3.1656E+00    1.7179E-01
