    1.4682E-01    0.0000E+00    1.4635E+01    2.2239E-01
    1.7016E-01    0.0000E+00    1.6944E+01    2.2923E-01
    1.7796E-01    0.0000E+00    1.6635E+01    2.3348E-01
    2.0916E-01    0.0000E+00    1.7016E+01    2.2260E-01
    2.1696E-01    0.0000E+00    1.7019E+01    2.2109E-01
    2.4042E-01    0.0000E+00    1.5786E+01    2.0954E-01
    2.5218E-01    0.0000E+00    1.4903E+01    8.1260E-02
    2.5422E-01    0.0000E+00    1.4747E+01    5.9155E-02
    2.7174E-01    0.0000E+00    1.3266E+01    1.1105E-01
    2.8554E-01    0.0000E+00    1.2676E+01    1.1537E-01
    3.0294E-01    0.0000E+00    1.0686E+01    1.4289E-01
    3.1686E-01    0.0000E+00    1.0173E+01    1.0692E-01
    3.4818E-01    0.0000E+00    8.0123E+00    8.2994E-02
    3.7956E-01    0.0000E+00    6.3943E+00    7.3778E-02
    4.1082E-01    0.0000E+00    5.3507E+00    6.0356E-02
