    3.2000E-02    0.0000E+00    2.4565E+01    0.0000E+00
    3.4800E-02    0.0000E+00    2.6134E+01    0.0000E+00
    3.8400E-02    0.0000E+00    2.5840E+01    0.0000E+00
    4.1600E-02    0.0000E+00    2.6729E+01    0.0000E+00
    4.5600E-02    0.0000E+00    2.7220E+01    0.0000E+00
    4.9600E-02    0.0000E+00    2.7018E+01    0.0000E+00
    5.3600E-02    0.0000E+00    2.6891E+01    0.0000E+00
    5.7600E-02    0.0000E+00    2.5761E+01    0.0000E+00
    6.1600E-02    0.0000E+00    2.4116E+01    0.0000E+00
    6.5600E-02    0.0000E+00    2.2424E+01    0.0000E+00
    6.9600E-02    0.0000E+00    2.0592E+01    0.0000E+00
    7.3600E-02    0.0000E+00    1.9438E+01    0.0000E+00
    7.7600E-02    0.0000E+00    1.7728E+01    0.0000E+00
    8.1600E-02    0.0000E+00    1.6150E+01    0.0000E+00
    8.5600E-02    0.0000E+00    1.4779E+01    0.0000E+00
    8.9600E-02    0.0000E+00    1.3446E+01    0.0000E+00
    9.7600E-02    0.0000E+00    1.1218E+01    0.0000E+00
    1.0560E-01    0.0000E+00    9.2920E+00    0.0000E+00
    1.1360E-01    0.0000E+00    7.9508E+00    0.0000E+00
    1.2160E-01    0.0000E+00    6.9804E+00    0.0000E+00
    1.2960E-01    0.0000E+00    6.0030E+00    0.0000E+00
    1.3760E-01    0.0000E+00    5.2627E+00    0.0000E+00
    1.4560E-01    0.0000E+00    4.6540E+00    0.0000E+00
    1.5360E-01    0.0000E+00    4.1109E+00    0.0000E+00
    1.6160E-01    0.0000E+00    3.6238E+00    0.0000E+00
    2.3000E-01    0.0000E+00    1.7093E+00    0.0000E+00
    3.9200E-01    0.0000E+00    8.4578E-01    0.0000E+00
    4.8000E-01    0.0000E+00    6.9170E-01    0.0000E+00
