e1 gin gout
0.48000255 1.15805374 0.03973474
0.48000115 1.15839950 0.03972481
0.48000060 1.16133224 0.03975082
0.48000058 1.16248508 0.03977501
0.48000177 1.16437872 0.03975323
0.48000182 1.15721492 0.03969583
0.48000421 1.15797475 0.03968205
0.48000394 1.15203677 0.03969561
0.48000657 1.15363359 0.03969913
0.48000015 1.15385539 0.03969575
0.48000433 1.15382191 0.03970693
0.48000496 1.15343191 0.03970688
0.48000292 1.15256278 0.03970950
0.48000387 1.15427280 0.03971222
0.48000480 1.15899885 0.03971043
0.48000461 1.15613025 0.03970621
0.48000058 1.15824372 0.03972169
0.48000091 1.15805629 0.03971124
0.48000105 1.15585357 0.03970264
0.48000002 1.15531688 0.03970801
0.48000059 1.15640000 0.03970316
0.48000030 1.15546378 0.03970863
0.48000017 1.15681786 0.03972550
0.48000021 1.15720309 0.03971775
0.48000034 1.15758165 0.03972090
0.48000051 1.15928432 0.03973425
0.48000131 1.15855500 0.03971769
0.48000347 1.15666785 0.03973308
0.48000344 1.15794709 0.03971838
0.48000543 1.15738658 0.03970467
0.48000276 1.15737488 0.03968935
0.48000298 1.15836086 0.03968146
0.48000256 1.15591711 0.03968003
0.48000177 1.15671052 0.03967175
0.48000253 1.15557504 0.03972547
0.48000396 1.15662255 0.03973265
0.48000199 1.15625901 0.03970623
0.48000028 1.15633481 0.03969548
0.48000269 1.15454796 0.03970804
0.48000156 1.15512700 0.03971162
0.48000443 1.15493636 0.03970034
0.48000210 1.15810825 0.03973987
0.48000184 1.15803621 0.03972973
0.48000606 1.15970858 0.03973591
0.48000581 1.15726438 0.03974561
0.48000079 1.16019448 0.03972800
0.48000265 1.15808707 0.03970453
0.48000162 1.16108655 0.03977368
0.48000127 1.16139231 0.03975109
0.48000347 1.15919378 0.03974035
0.48000201 1.15803602 0.03974362
0.48000306 1.16382746 0.03977258
0.48000144 1.16218893 0.03975233
0.48000111 1.16280880 0.03976291
0.48000019 1.16205719 0.03976066
0.48000045 1.16028521 0.03974762
0.48000003 1.16142378 0.03973832
0.48000124 1.15653019 0.03972990
0.48000059 1.15550959 0.03969603
0.48000285 1.15697943 0.03975069
0.48000268 1.16360340 0.03975424
0.48000158 1.16017657 0.03974725
0.48000396 1.15873635 0.03971416
0.48000156 1.15738866 0.03972226
0.48000025 1.16036059 0.03973048
0.48000018 1.15851512 0.03972664
0.48000170 1.16047868 0.03973695
0.48000001 1.16059281 0.03973865
0.48000005 1.15999265 0.03972880
0.48000044 1.15949114 0.03971332
0.48000062 1.15705785 0.03972085
0.48000103 1.15656588 0.03972652
0.48001144 1.15763093 0.03970546
0.48000999 1.15703835 0.03971308
0.48001013 1.15804048 0.03971633
0.48000630 1.15638268 0.03972129
0.48000625 1.15702438 0.03971137
0.48000077 1.15602924 0.03969933
0.48000311 1.15494828 0.03971004
0.48000167 1.15343850 0.03971505
0.48000278 1.15696885 0.03971954
0.48000361 1.15714017 0.03971312
0.48000256 1.15787378 0.03969991
0.48000216 1.15729358 0.03971897
0.48000024 1.15907476 0.03973927
0.48000059 1.15681613 0.03974087
0.48000034 1.16167856 0.03974787
0.48001001 1.15881122 0.03972486
0.48000252 1.15678378 0.03974058
0.48000572 1.16040807 0.03975522
0.48000152 1.16160565 0.03975241
0.48000178 1.16112117 0.03975021
0.48000234 1.16385642 0.03977101
0.48000061 1.16148013 0.03971419
0.48000025 1.16057644 0.03974285
0.48000238 1.16053047 0.03974891
0.48000216 1.15900079 0.03975247
0.48000205 1.15949526 0.03976590
0.48000067 1.16520517 0.03977866
0.48000159 1.16834373 0.03978016
0.48000191 1.16815804 0.03977145
0.48000020 1.16823603 0.03976737
0.48000141 1.15903031 0.03974892
0.48000033 1.16098940 0.03973634
0.48000204 1.15982810 0.03975427
0.48000232 1.15982448 0.03974702
0.48000052 1.16136178 0.03973004
0.48000038 1.16032912 0.03973061
0.48000036 1.16007883 0.03972672
0.48000170 1.15973505 0.03970936
0.48000575 1.15531525 0.03970109
0.48000020 1.15682570 0.03970352
0.48000003 1.15862728 0.03971030
0.48000089 1.15864816 0.03971098
0.48000137 1.15604557 0.03972657
0.48000281 1.16020193 0.03972405
0.48000178 1.16025996 0.03972574
0.48000200 1.16045706 0.03972185
0.48000221 1.15752090 0.03971228
0.48000458 1.15565576 0.03970924
0.48000227 1.15924559 0.03972912
0.48000011 1.15837193 0.03973561
0.48000145 1.15709631 0.03972683
0.48000128 1.16162635 0.03972631
0.48000125 1.15945563 0.03973756
0.48000006 1.15832835 0.03972444
0.48000038 1.15851127 0.03971385
0.48000002 1.15733203 0.03971908
0.48000218 1.15760979 0.03971621
0.48000286 1.15928526 0.03974379
0.48000172 1.16038158 0.03975001
0.48000161 1.16386641 0.03976967
0.48000024 1.16297416 0.03975045
0.48000198 1.16365533 0.03975708
0.48000148 1.16593164 0.03976997
0.48000015 1.16259834 0.03973881
0.48000064 1.16026875 0.03974958
0.48000018 1.15829063 0.03973538
0.48000046 1.16074279 0.03974291
0.48000409 1.16033247 0.03974061
0.48000400 1.15998037 0.03975271
0.48000017 1.16164934 0.03974562
0.48000162 1.15814561 0.03974703
0.48000106 1.16189030 0.03974627
0.48000158 1.15978413 0.03973372
0.48000237 1.16126397 0.03975502
0.48000690 1.16408183 0.03978588
0.48000178 1.16314303 0.03975539
0.48000122 1.16461991 0.03977123
0.48000433 1.16163731 0.03975830
0.48000368 1.16047085 0.03974882
0.48000029 1.16115311 0.03975573
0.48000067 1.16288422 0.03976399
0.48000110 1.16310595 0.03974551
0.48000050 1.15951550 0.03975923
0.48000030 1.15887931 0.03975659
0.48000113 1.15966585 0.03973955
0.48000241 1.15874002 0.03975014
0.48000005 1.16139709 0.03974642
0.48000339 1.15892998 0.03974292
0.48000135 1.15961872 0.03970910
0.48000238 1.15814832 0.03971242
0.48000523 1.15531820 0.03971734
0.48000096 1.15564071 0.03972138
0.48000206 1.15890204 0.03973746
0.48000236 1.16090549 0.03972145
0.48000401 1.15883609 0.03973985
0.48000191 1.16031845 0.03972977
0.48000450 1.15935757 0.03973745
0.48000162 1.15875443 0.03974160
0.48000365 1.15764037 0.03970322
0.48000281 1.15571689 0.03969785
0.48001118 1.15415037 0.03969820
0.48000847 1.15543907 0.03971123
0.48000625 1.15550715 0.03973839
0.48000399 1.15627587 0.03973609
0.48000532 1.15923233 0.03977484
0.48000381 1.16591606 0.03975631
0.48000038 1.15885836 0.03969154
0.48000188 1.15321871 0.03967443
0.48000384 1.15337017 0.03971364
0.48000131 1.15413326 0.03968419
0.48000019 1.15667724 0.03971168
0.48000045 1.15703552 0.03970651
0.48000047 1.15670104 0.03973199
0.48000107 1.15599880 0.03973564
0.48000179 1.15890755 0.03971834
0.48000156 1.15948957 0.03974728
0.48000039 1.16078836 0.03974747
0.48000594 1.15728002 0.03973113
0.48000833 1.16178021 0.03976372
0.48000997 1.16311399 0.03976434
0.48001188 1.16300013 0.03976241
0.48000911 1.16180316 0.03971964
0.48000393 1.16168405 0.03972629
0.48000299 1.15848274 0.03971828
0.48000285 1.15858531 0.03972403
0.48000050 1.15930463 0.03970590
0.48000206 1.15388133 0.03971335
0.48000468 1.15544557 0.03972120
0.48000450 1.15871472 0.03972929
0.48000231 1.15932684 0.03972915
0.48000044 1.15964048 0.03971927
0.48000066 1.15990954 0.03972884
0.48000175 1.15793424 0.03972876
0.48000200 1.15558827 0.03972669
0.48000022 1.15987696 0.03974383
0.48000257 1.16160823 0.03973817
0.48000058 1.16111980 0.03976443
0.48000042 1.16435917 0.03975912
0.48000021 1.16380536 0.03974328
0.48000886 1.16312736 0.03976178
0.48000030 1.16199778 0.03973388
0.48000168 1.16023354 0.03972649
0.48000174 1.16198083 0.03976343
0.48000123 1.16055699 0.03975870
0.48000132 1.16218368 0.03975100
0.48000014 1.16113427 0.03971630
0.48000150 1.15932497 0.03971506
0.48000240 1.15928347 0.03975443
0.48000194 1.15917897 0.03972746
0.48000289 1.15859335 0.03973882
0.48000679 1.15940773 0.03971601
0.48000356 1.15831854 0.03973454
0.48000348 1.15901182 0.03972897
0.48000636 1.15830828 0.03972544
0.48000314 1.15780639 0.03972939
0.48000222 1.15761276 0.03971945
0.48000028 1.15770646 0.03974520
0.48000118 1.16490598 0.03976615
0.48000395 1.16334343 0.03975255
0.48000074 1.15959855 0.03975222
0.48000389 1.16094960 0.03972868
0.48000603 1.15982466 0.03972487
0.48000229 1.16080373 0.03972676
0.48000078 1.16042912 0.03973515
0.48000161 1.15752969 0.03973345
0.48000007 1.15837196 0.03971778
0.48000168 1.15823796 0.03971976
0.48000065 1.15876025 0.03972107
0.48000254 1.15983574 0.03971486
0.48000165 1.15476188 0.03971242
0.48000343 1.15813744 0.03975354
0.48000323 1.15892344 0.03973326
0.48000186 1.15800916 0.03972604
0.48000012 1.15747596 0.03970499
0.48000002 1.15790620 0.03972920
0.48000011 1.15830583 0.03971917
0.48000039 1.15836652 0.03973998
0.48000058 1.15811464 0.03971914
0.48000014 1.15870708 0.03974763
0.48000302 1.15848007 0.03973806
0.48000307 1.15808093 0.03970871
0.48000168 1.15885876 0.03970741
0.48000065 1.15746778 0.03971553
0.48000129 1.16075497 0.03971105
0.48000519 1.16184642 0.03971385
0.48000266 1.15540888 0.03972294
0.48000368 1.15582633 0.03969442
0.48000213 1.15389064 0.03969524
0.48000856 1.15654502 0.03968447
0.48001146 1.15289397 0.03969030
0.48000769 1.15747196 0.03968998
0.48000170 1.15690427 0.03974402
0.48000451 1.16037661 0.03974458
0.48000093 1.16143187 0.03976138
0.48000232 1.16535401 0.03976242
0.48000091 1.16309944 0.03975776
0.48000125 1.16262903 0.03977249
0.48000027 1.16433478 0.03975591
0.48000043 1.15941711 0.03971512
0.48000097 1.16114354 0.03971565
0.48000019 1.16150760 0.03973671
0.48000473 1.15798728 0.03973305
0.48000455 1.16069459 0.03972400
0.48000492 1.15406613 0.03969424
0.48000684 1.15356608 0.03969890
0.48000418 1.15336775 0.03968368
0.48000786 1.15355983 0.03969143
0.48000766 1.15468842 0.03969965
0.48001053 1.15615376 0.03971519
0.48001026 1.15977342 0.03971572
0.48000955 1.15752145 0.03971869
0.48000189 1.15903156 0.03971808
0.48000152 1.15854657 0.03974468
0.48000058 1.15877243 0.03973655
0.48000214 1.15963452 0.03973985
0.48000384 1.16050831 0.03975500
0.48000096 1.16159003 0.03973701
0.48000092 1.16144390 0.03975016
0.48000070 1.16417316 0.03974798
0.48000466 1.15799735 0.03974768
0.48000014 1.16117487 0.03974777
0.48000114 1.16168819 0.03971253
0.48000368 1.15718243 0.03972443
0.48000177 1.16185009 0.03974997
0.48000184 1.15768622 0.03973898
0.48001028 1.16187078 0.03975379
0.48000280 1.16122908 0.03972408
0.48000224 1.15421318 0.03970783
0.48000089 1.15915375 0.03975950
0.48000209 1.15772452 0.03973911
0.48000171 1.16265575 0.03974113
0.48000167 1.16293538 0.03975957
0.48000149 1.16197143 0.03975767
0.48000186 1.16179259 0.03973576
0.48000518 1.16269035 0.03974001
0.48000624 1.16406732 0.03975552
0.48000447 1.15947035 0.03971738
0.48000637 1.16129621 0.03974460
0.48000137 1.16196442 0.03972989
0.48000355 1.16231404 0.03975042
0.48000096 1.15983557 0.03974998
0.48000070 1.16149021 0.03973537
0.48000001 1.16193144 0.03973566
0.48000392 1.15809798 0.03972256
0.48000327 1.16004399 0.03971643
0.48000267 1.15468725 0.03971181
0.48000250 1.15819043 0.03970827
0.48000060 1.15668723 0.03971535
0.48000050 1.15637565 0.03970858
0.48000156 1.15565616 0.03970422
0.48000009 1.15707947 0.03973059
0.48000013 1.15721336 0.03973903
0.48000011 1.15710702 0.03971944
0.48000212 1.15901435 0.03972480
0.48000143 1.15884649 0.03973314
0.48000115 1.15738958 0.03972247
0.48000113 1.15883517 0.03972009
0.48000481 1.15909363 0.03973651
0.48000493 1.15892262 0.03971916
0.48000029 1.16050903 0.03976571
0.48000774 1.16184372 0.03975352
0.48000038 1.16013940 0.03975055
0.48000134 1.16088526 0.03974282
0.48000026 1.16127574 0.03974872
0.48000054 1.16119987 0.03975695
0.48000030 1.16793939 0.03975558
0.48000031 1.16544807 0.03976303
0.48000011 1.16534824 0.03974758
0.48000016 1.16220135 0.03971628
0.48001340 1.16228069 0.03973372
0.48000141 1.16188702 0.03974067
0.48000192 1.15975398 0.03972662
0.48000108 1.15945574 0.03974240
0.48000048 1.16168034 0.03974385
0.48000410 1.16309748 0.03972565
0.48000331 1.16211532 0.03973730
0.48000140 1.16173140 0.03975598
0.48000084 1.16188270 0.03973313
0.48000687 1.16104601 0.03975031
0.48000065 1.15932407 0.03976008
0.48000027 1.16421381 0.03976911
0.48000073 1.16236213 0.03976563
0.48000162 1.16494865 0.03975849
0.48000123 1.16244462 0.03975979
0.48000368 1.16115122 0.03973914
0.48000118 1.15898155 0.03971151
0.48000086 1.15985359 0.03972235
0.48000025 1.15831705 0.03972865
0.48000130 1.15890102 0.03971609
0.48000027 1.15689709 0.03971818
0.48000009 1.15695180 0.03972588
0.48000352 1.15845109 0.03973994
0.48000428 1.15869760 0.03971950
0.48001009 1.16054165 0.03971869
0.48001093 1.15584579 0.03970461
0.48001073 1.15408734 0.03967872
0.48000689 1.15943024 0.03970090
0.48000168 1.15845654 0.03970717
0.48000183 1.15605601 0.03969694
0.48000056 1.15521453 0.03971619
0.48000125 1.15636298 0.03971474
0.48000221 1.15639693 0.03973138
0.48000241 1.16069164 0.03973542
0.48000518 1.16019239 0.03973973
0.48000042 1.16007476 0.03974199
0.48000085 1.16071106 0.03975023
0.48000037 1.16217540 0.03974282
0.48000011 1.15967643 0.03972404
0.48000082 1.16233921 0.03972854
0.48000355 1.16073655 0.03972696
0.48000004 1.16061608 0.03973064
0.48000050 1.15824053 0.03972352
0.48000099 1.16090756 0.03973017
0.48000022 1.15931981 0.03972033
0.48000029 1.15640485 0.03971839
0.48000053 1.15616597 0.03970995
0.48000036 1.15930426 0.03971363
0.48000042 1.15820137 0.03968562
0.48000414 1.15300202 0.03967563
0.48000523 1.15451471 0.03967678
0.48000596 1.15283265 0.03968700
0.48001423 1.14971080 0.03966369
0.48001554 1.15436493 0.03966658
0.48000686 1.15370099 0.03973443
0.48000284 1.15429279 0.03964769
0.48000013 1.15324896 0.03964571
0.48000117 1.14983131 0.03965170
0.48000251 1.14980557 0.03965771
0.48000232 1.15541648 0.03972727
0.48000150 1.16178275 0.03971967
0.48000113 1.16228487 0.03972014
0.48000073 1.16236230 0.03971334
0.48000878 1.16193358 0.03971192
0.48000066 1.16162563 0.03971375
0.48000024 1.16107837 0.03975595
0.48000391 1.16216077 0.03976277
0.48000184 1.16298456 0.03975865
0.48000167 1.16458884 0.03977124
0.48000205 1.16071938 0.03976456
0.48000196 1.15879687 0.03973199
0.48000303 1.15922437 0.03974259
0.48000479 1.15829566 0.03974240
0.48000220 1.16038004 0.03973871
0.48000499 1.16162161 0.03975030
0.48000353 1.16039760 0.03975915
0.48000236 1.16076237 0.03972660
0.48000290 1.16158959 0.03976014
0.48000040 1.16216252 0.03973525
0.48000125 1.16256227 0.03975929
0.48000011 1.16088736 0.03976508
0.48000121 1.16407751 0.03976395
0.48000026 1.16363848 0.03977276
0.48000189 1.16379614 0.03975341
0.48000480 1.16147036 0.03973900
0.48000599 1.15901808 0.03973427
0.48000317 1.15858006 0.03973719
0.48000363 1.16108642 0.03974550
0.48000462 1.16056103 0.03972266
0.48000106 1.15655491 0.03975484
0.48000256 1.16570191 0.03977255
0.48000160 1.16558172 0.03976400
0.48000089 1.16604102 0.03975511
0.48000215 1.16430803 0.03976300
0.48000161 1.16073777 0.03976749
0.48000105 1.16525699 0.03976940
0.48000127 1.16316145 0.03974279
0.48000128 1.16241447 0.03975801
0.48000040 1.16185826 0.03973803
0.48001289 1.15835346 0.03974574
0.48001272 1.15897692 0.03973268
0.48000896 1.15976842 0.03974148
0.48000480 1.16134064 0.03975622
0.48000325 1.16416196 0.03977276
0.48000155 1.16403472 0.03976386
0.48000063 1.16192637 0.03974674
0.48000219 1.16005216 0.03974716
0.48000014 1.16176554 0.03973609
0.48000070 1.16275177 0.03974785
0.48000217 1.16209870 0.03974748
0.48000844 1.16236845 0.03976625
0.48000639 1.16215813 0.03974987
0.48001553 1.15926397 0.03970674
0.48000499 1.16060393 0.03975346
0.48000178 1.16223541 0.03975974
0.48000491 1.16248480 0.03974452
0.48000289 1.16006754 0.03973689
0.48000369 1.15983894 0.03971969
0.48000349 1.15876592 0.03974396
0.48000134 1.15831097 0.03972350
0.48000221 1.15810247 0.03971168
0.48000405 1.15413970 0.03968155
0.48000247 1.15367494 0.03969576
0.48000345 1.15477472 0.03971715
0.48000242 1.15564333 0.03970103
0.48000251 1.15818962 0.03971805
0.48000133 1.15936720 0.03972322
0.48000213 1.16049136 0.03973089
0.48000674 1.16002123 0.03972829
0.48001434 1.15941767 0.03975340
0.48000958 1.15923493 0.03974669
0.48001234 1.15924591 0.03972203
0.48000302 1.15936438 0.03973018
0.48000102 1.15528071 0.03972747
0.48000211 1.16146032 0.03974594
0.48000244 1.16208870 0.03974373
0.48000039 1.16408088 0.03972748
0.48000004 1.16302569 0.03975073
0.48000140 1.16413745 0.03977875
0.48000184 1.16286675 0.03973813
0.48000184 1.16243809 0.03974855
0.48000019 1.15778771 0.03972693
0.48000236 1.16154285 0.03972526
0.48000222 1.15725468 0.03971689
0.48000122 1.15728968 0.03970635
0.48000083 1.15600535 0.03970211
0.48000300 1.15717614 0.03971371
0.48000155 1.15830765 0.03972190
0.48000156 1.15815705 0.03971046
0.48000169 1.15576536 0.03971404
0.48000702 1.15601271 0.03971348
0.48000605 1.15671143 0.03971937
0.48000704 1.15934120 0.03971512
0.48000731 1.15657092 0.03970893
0.48000792 1.15587479 0.03972237
0.48000673 1.15874559 0.03971927
0.48000342 1.15571301 0.03968852
0.48000686 1.15506500 0.03969095
0.48000269 1.15508622 0.03967356
0.48000419 1.15550866 0.03969252
0.48000379 1.15356710 0.03968444
0.48000866 1.15487084 0.03970307
0.48000882 1.15801479 0.03973940
0.48000545 1.16298471 0.03974128
0.48000119 1.16243254 0.03973566
0.48000346 1.15928681 0.03971569
0.48000215 1.15507967 0.03972096
0.48000101 1.16125986 0.03974459
0.48000115 1.15810702 0.03974186
0.48000020 1.16185376 0.03973026
0.48000016 1.15674237 0.03970731
0.48000113 1.15798029 0.03971519
0.48000040 1.15765063 0.03973312
0.48000041 1.15754278 0.03972757
0.48000013 1.15929093 0.03972985
0.48000057 1.15865912 0.03973139
0.48000043 1.15909697 0.03972740
0.48000361 1.15940065 0.03973254
0.48000348 1.15652713 0.03973723
0.48000195 1.15570580 0.03969470
0.48000637 1.15439719 0.03970603
0.48000007 1.16055889 0.03976074
0.48000198 1.16338774 0.03976108
0.48000055 1.16076670 0.03975422
0.48000075 1.16058266 0.03972452
0.48000312 1.15927859 0.03975991
0.48000973 1.16340468 0.03975883
0.48000125 1.15661510 0.03971873
0.48000335 1.15989439 0.03973931
0.48000175 1.16128062 0.03974461
0.48000023 1.16146806 0.03975449
0.48000045 1.16152984 0.03975735
0.48000004 1.16241734 0.03973540
0.48000032 1.16205217 0.03974193
0.48000040 1.16180993 0.03974892
0.48000157 1.16214761 0.03975030
0.48000176 1.16061494 0.03974069
0.48000064 1.16288547 0.03976427
0.48000712 1.16463346 0.03978103
0.48000600 1.16249610 0.03978221
0.48000466 1.16307276 0.03978257
0.48000033 1.16516442 0.03975457
0.48000158 1.16286059 0.03975935
0.48000230 1.16282878 0.03974559
0.48000246 1.16229441 0.03973889
0.48000294 1.16308034 0.03974025
0.48000212 1.16230005 0.03973577
0.48000230 1.15911497 0.03975016
0.48000083 1.16374080 0.03974482
0.48000132 1.16384853 0.03974882
0.48000062 1.16457728 0.03975145
0.48000022 1.15958783 0.03976422
0.48001089 1.16563231 0.03978150
0.48000786 1.16876623 0.03977985
0.48000426 1.16657394 0.03976585
0.48000336 1.16185119 0.03974605
0.48000239 1.16098435 0.03974569
0.48000183 1.16100972 0.03974017
0.48000156 1.16052465 0.03974860
0.48000207 1.15872308 0.03972045
0.48000012 1.15705642 0.03971672
0.48000166 1.15781897 0.03972820
0.48000328 1.15588311 0.03969643
0.48000001 1.15498813 0.03970433
0.48000058 1.15412995 0.03971309
0.48000109 1.15342963 0.03971213
0.48000072 1.15728565 0.03972737
0.48000233 1.15757599 0.03973442
0.48000018 1.15958527 0.03972173
0.48000121 1.15822481 0.03970261
0.48000048 1.15443604 0.03969711
0.48000198 1.15534727 0.03971070
0.48000180 1.15772091 0.03973918
0.48000179 1.16015943 0.03974540
0.48000080 1.16291325 0.03976529
0.48000033 1.16209468 0.03976742
0.48000034 1.16519375 0.03974806
0.48000161 1.16148221 0.03977069
0.48000453 1.16261866 0.03973073
0.48000234 1.16228222 0.03974836
0.48000109 1.16295200 0.03975995
0.48000319 1.16168350 0.03973983
0.48000029 1.16093184 0.03973041
0.48000023 1.15893953 0.03972769
0.48000188 1.15800939 0.03972812
0.48000195 1.16195240 0.03973814
0.48000511 1.15933611 0.03971957
0.48000421 1.15683359 0.03968759
0.48000264 1.15423851 0.03971164
0.48000026 1.15523273 0.03971348
0.48000046 1.16128671 0.03974572
0.48000220 1.16020590 0.03975650
0.48000340 1.16352959 0.03977863
0.48000114 1.16315303 0.03977030
0.48000487 1.16338288 0.03974565
0.48000348 1.15772848 0.03973979
0.48000538 1.16096731 0.03974549
0.48000586 1.16043863 0.03973290
0.48000652 1.15997962 0.03973305
0.48000501 1.15840569 0.03972609
0.48000473 1.15732022 0.03970747
0.48000463 1.15721310 0.03973082
0.48000817 1.16066484 0.03973055
0.48000655 1.16025385 0.03973972
0.48000716 1.16177853 0.03974447
0.48000364 1.16082983 0.03972764
0.48000258 1.16311805 0.03974865
0.48000216 1.16132009 0.03974640
0.48000246 1.16355180 0.03976560
0.48000117 1.16344650 0.03974885
0.48000184 1.16510513 0.03975460
0.48000049 1.16592310 0.03976213
0.48000176 1.16561482 0.03977218
0.48000146 1.16448375 0.03976543
0.48000010 1.16450945 0.03975876
0.48000209 1.16243684 0.03975237
0.48000499 1.16226559 0.03975830
0.48000776 1.16001185 0.03976159
0.48000708 1.16041777 0.03974764
0.48000348 1.16155281 0.03975309
0.48000225 1.16236546 0.03974177
0.48000007 1.15919556 0.03972036
0.48000063 1.15927926 0.03972869
0.48000110 1.16009115 0.03972602
0.48000084 1.15842538 0.03972514
0.48000006 1.15635622 0.03971255
0.48000307 1.15560024 0.03969390
0.48000026 1.15532862 0.03969024
0.48000009 1.15278638 0.03969129
0.48000343 1.15442889 0.03969556
0.48000380 1.15460617 0.03971324
0.48000250 1.15650096 0.03970018
0.48000311 1.15746615 0.03972768
0.48000111 1.15806198 0.03971265
0.48000034 1.15628655 0.03971181
0.48000054 1.15748917 0.03970114
0.48000048 1.15781294 0.03973591
0.48000675 1.16014437 0.03973500
0.48000863 1.15794813 0.03971421
0.48000697 1.15601110 0.03971312
0.48000625 1.16018411 0.03973961
0.48000614 1.16113222 0.03971748
0.48000486 1.15551203 0.03971782
0.48000561 1.15825894 0.03972469
0.48000092 1.15920751 0.03972108
0.48000068 1.15974457 0.03972588
0.48000120 1.15738193 0.03974389
0.48000128 1.16259172 0.03975237
0.48000066 1.16165595 0.03976352
0.48000053 1.16335465 0.03974656
0.48000289 1.15956961 0.03975763
0.48000289 1.16429881 0.03976741
0.48000350 1.16303375 0.03976541
0.48000928 1.16297872 0.03975615
0.48000916 1.16155911 0.03973200
0.48001123 1.15741404 0.03973525
0.48000036 1.16115006 0.03974175
0.48000029 1.16080747 0.03973304
0.48000007 1.15992291 0.03973086
0.48000167 1.15568919 0.03972254
0.48000047 1.15801174 0.03972768
0.48000004 1.15914284 0.03974401
0.48000189 1.15843743 0.03970933
0.48000183 1.15699412 0.03972179
0.48000089 1.15991783 0.03972938
0.48000191 1.16085348 0.03971671
0.48000004 1.15700742 0.03971894
0.48000678 1.15751657 0.03972265
0.48000436 1.15843478 0.03970722
0.48000497 1.15729326 0.03973120
0.48000211 1.15728421 0.03970954
0.48001153 1.15627728 0.03970763
0.48000884 1.15738839 0.03973415
0.48000704 1.15939198 0.03973591
0.48000687 1.15937047 0.03972785
0.48000158 1.15856654 0.03973099
0.48000208 1.16000252 0.03971651
0.48000146 1.15876399 0.03973071
0.48000019 1.15968104 0.03971237
0.48000053 1.15384990 0.03970779
0.48000106 1.15402563 0.03971062
0.48000071 1.15546008 0.03970172
0.48000098 1.15569897 0.03969828
0.48000023 1.15403682 0.03969441
0.48000263 1.15981122 0.03974168
0.48000114 1.16008449 0.03973481
0.48000091 1.16033544 0.03974076
0.48000281 1.15946477 0.03971833
0.48000281 1.15923601 0.03974818
0.48000460 1.16156060 0.03973337
0.48000741 1.16027980 0.03975204
0.48000683 1.16035758 0.03977369
0.48000364 1.16503501 0.03977064
0.48000048 1.16392880 0.03977013
0.48000324 1.16333081 0.03976769
0.48000267 1.16490506 0.03976127
0.48000311 1.16499822 0.03975539
0.48000387 1.16030713 0.03973375
0.48000210 1.15896646 0.03972409
0.48000226 1.15587773 0.03972088
0.48000228 1.15624076 0.03970722
0.48000140 1.15806666 0.03972528
0.48000090 1.15822624 0.03972826
0.48000131 1.15796916 0.03971308
0.48000012 1.15836478 0.03973672
0.48000013 1.15785466 0.03970057
0.48000011 1.15633953 0.03971200
0.48000139 1.15594661 0.03971204
0.48000085 1.15612654 0.03971160
0.48000313 1.16194752 0.03973612
0.48000314 1.15989856 0.03973291
0.48000045 1.15966214 0.03973070
0.48000130 1.16157758 0.03972257
0.48000495 1.15969493 0.03973279
0.48000966 1.16171517 0.03973603
0.48000851 1.16064094 0.03976031
0.48000675 1.16375746 0.03974969
0.48000701 1.16373837 0.03976716
0.48000122 1.16368010 0.03977893
0.48000083 1.16407770 0.03979062
0.48000029 1.16670851 0.03979612
0.48000343 1.16682201 0.03979602
0.48000123 1.16286023 0.03975463
0.48000205 1.16047863 0.03974004
0.48000054 1.15865731 0.03971453
0.48000355 1.15788340 0.03975079
0.48000406 1.16109512 0.03973953
0.48000424 1.15947821 0.03974928
0.48000356 1.15892904 0.03970171
0.48000204 1.16053951 0.03971198
0.48000575 1.15735901 0.03971546
0.48000446 1.15763682 0.03970387
0.48000108 1.15686699 0.03970315
0.48000212 1.15368922 0.03970335
0.48000104 1.15316768 0.03970875
0.48000023 1.15643507 0.03972044
0.48000030 1.15679795 0.03972169
0.48000142 1.15851671 0.03971164
0.48000052 1.16046027 0.03973418
0.48001076 1.16037965 0.03973886
0.48001439 1.15811255 0.03976376
0.48000172 1.16294092 0.03975737
0.48000541 1.16341164 0.03975421
0.48000142 1.16216642 0.03974387
0.48000194 1.16031045 0.03976170
0.48000212 1.16134751 0.03976224
0.48000113 1.16204972 0.03974498
0.48000558 1.16220206 0.03975375
0.48000274 1.16140816 0.03975263
0.48000318 1.16237831 0.03975682
0.48000463 1.16350694 0.03975256
0.48000394 1.16324587 0.03978763
0.48000086 1.16497569 0.03977570
0.48000015 1.16434823 0.03978637
0.48000027 1.16351962 0.03977424
0.48000260 1.16551267 0.03974315
0.48000148 1.16373434 0.03974647
0.48000274 1.15657736 0.03974801
0.48000066 1.15766363 0.03968884
0.48000627 1.15507210 0.03968856
0.48000277 1.15214313 0.03966923
0.48000045 1.15115023 0.03969810
0.48000165 1.15485655 0.03969496
0.48000198 1.15551975 0.03974345
0.48000291 1.15634737 0.03971245
0.48000130 1.15682153 0.03970938
0.48000053 1.15798086 0.03969436
0.48000097 1.15993318 0.03969014
0.48000031 1.15988837 0.03973125
0.48000118 1.15999434 0.03972883
0.48000061 1.16001080 0.03973507
0.48000001 1.15761707 0.03973779
0.48000209 1.15966148 0.03973410
0.48000078 1.15930400 0.03970866
0.48000641 1.15667929 0.03973870
0.48000766 1.15851652 0.03973498
