e1 gin gout
0.48000187 1.16154241 0.03976192
0.48000817 1.16080664 0.03972293
0.48000268 1.16061101 0.03970931
0.48000135 1.15310564 0.03971250
0.48000107 1.16194652 0.03976269
0.48000178 1.16306766 0.03974071
0.48000154 1.15662543 0.03974160
0.48000151 1.16060710 0.03973770
0.48000224 1.15896030 0.03973235
0.48001187 1.16127787 0.03975127
0.48000470 1.16290473 0.03973589
0.48000661 1.16285505 0.03974633
0.48000809 1.16187193 0.03975160
0.48001314 1.16143260 0.03976779
0.48001010 1.16065267 0.03978699
0.48000659 1.16015380 0.03977918
0.48000132 1.16352733 0.03977266
0.48000164 1.16196432 0.03975540
0.48000077 1.16030821 0.03975355
0.48000034 1.16076447 0.03971877
0.48000096 1.16099493 0.03974502
0.48000079 1.16074628 0.03974100
0.48000581 1.15867923 0.03975559
0.48000138 1.15882741 0.03975554
0.48000204 1.16238669 0.03973327
0.48000441 1.16276662 0.03973800
0.48000119 1.16255145 0.03976030
0.48000007 1.16361057 0.03973304
0.48000082 1.16287720 0.03972385
0.48000091 1.16179911 0.03973583
0.48000007 1.16339020 0.03973766
0.48000002 1.16312377 0.03975917
0.48000040 1.16257844 0.03975441
0.48000003 1.15833838 0.03971314
0.48000027 1.15726918 0.03972620
0.48000053 1.16252533 0.03975130
0.48000312 1.16192852 0.03977639
0.48000052 1.16580730 0.03977118
0.48000117 1.16337337 0.03974246
0.48000155 1.16322253 0.03974889
0.48000092 1.16154453 0.03973002
0.48000218 1.16015118 0.03973818
0.48000307 1.16027771 0.03971916
0.48000265 1.15877600 0.03973503
0.48000147 1.16051038 0.03975766
0.48000320 1.16344193 0.03974877
0.48000271 1.16295776 0.03972883
0.48000393 1.16375300 0.03972985
0.48000239 1.16111217 0.03973009
0.48000104 1.15797251 0.03972789
0.48000143 1.15804496 0.03973318
0.48000995 1.16043747 0.03970740
0.48001062 1.15391487 0.03970283
0.48000675 1.15864252 0.03970768
0.48000443 1.15691480 0.03972662
0.48000432 1.15838632 0.03972625
0.48000087 1.15830809 0.03972103
0.48000210 1.15862807 0.03971940
0.48000271 1.15750336 0.03971242
0.48000196 1.15943882 0.03972925
0.48000358 1.15900939 0.03972588
0.48000124 1.15776083 0.03971756
0.48000094 1.15935326 0.03975004
0.48000229 1.15942717 0.03973913
0.48000251 1.16031548 0.03973506
0.48000015 1.16186591 0.03975802
0.48000204 1.16238780 0.03976076
0.48000128 1.16248933 0.03975034
0.48000206 1.16209094 0.03974624
0.48000296 1.15951670 0.03971058
0.48000594 1.15855612 0.03970843
0.48000235 1.15990493 0.03974426
0.48000387 1.15902642 0.03973755
0.48000371 1.16015112 0.03973461
0.48000144 1.16021595 0.03973195
0.48000153 1.15962615 0.03972997
0.48000079 1.15959623 0.03971167
0.48000129 1.16115656 0.03971581
0.48000200 1.15365793 0.03968245
0.48000104 1.15033697 0.03968364
0.48000140 1.15767597 0.03971668
0.48000094 1.15755117 0.03971991
0.48000229 1.15824783 0.03972331
0.48000046 1.15779500 0.03974154
0.48000066 1.16048442 0.03974546
0.48000613 1.16149796 0.03977258
0.48001117 1.16301345 0.03975225
0.48001000 1.16318716 0.03977000
0.48000749 1.16204353 0.03976881
0.48000803 1.16495089 0.03976759
0.48000496 1.16112562 0.03973596
0.48000180 1.16265551 0.03974927
0.48000283 1.16062660 0.03976405
0.48000151 1.16358712 0.03977198
0.48000068 1.16608799 0.03979546
0.48000322 1.16591460 0.03975014
0.48000040 1.16685176 0.03977230
0.48000003 1.16606168 0.03975956
0.48000199 1.16638330 0.03975142
0.48000091 1.16443822 0.03975869
0.48000273 1.16185931 0.03973644
0.48000131 1.15963781 0.03970819
0.48000218 1.16089223 0.03971799
0.48000330 1.16189466 0.03973635
0.48000001 1.16244320 0.03973884
0.48000019 1.15733282 0.03973812
0.48000268 1.16174505 0.03974999
0.48000132 1.16077438 0.03977923
0.48000501 1.16406029 0.03977016
0.48001055 1.16314315 0.03973945
0.48000376 1.16320419 0.03978623
0.48000116 1.16289433 0.03975909
0.48000199 1.16202364 0.03972562
0.48000034 1.15724942 0.03973482
0.48000071 1.15626662 0.03971313
0.48000516 1.15819730 0.03973358
0.48000041 1.15616673 0.03970273
0.48000024 1.15342327 0.03969056
0.48000142 1.15373449 0.03971133
0.48000301 1.15698539 0.03971592
0.48000348 1.15586441 0.03973622
0.48000263 1.15774658 0.03972616
0.48000385 1.15902368 0.03973002
0.48000006 1.15768316 0.03974379
0.48000004 1.15688061 0.03974527
0.48000088 1.15790109 0.03972592
0.48000040 1.15833589 0.03974870
0.48000036 1.16190005 0.03974348
0.48000060 1.15910727 0.03972318
0.48000028 1.16038846 0.03972571
0.48000069 1.15917740 0.03970990
0.48000583 1.15680392 0.03972317
0.48000184 1.16090460 0.03975854
0.48000369 1.16407136 0.03975568
0.48000019 1.16547703 0.03975284
0.48000339 1.15884369 0.03970947
0.48000609 1.15353700 0.03970410
0.48000367 1.15334972 0.03970134
0.48000243 1.15695011 0.03971431
0.48000035 1.16043014 0.03974743
0.48000165 1.16206218 0.03973604
0.48000243 1.16206973 0.03975505
0.48000244 1.16346014 0.03976935
0.48000118 1.16447594 0.03974420
0.48000062 1.16593083 0.03974792
0.48000864 1.16221170 0.03975863
0.48000508 1.16150954 0.03973638
0.48000244 1.15900863 0.03974728
0.48000051 1.16161148 0.03975108
0.48000007 1.16175869 0.03975761
0.48000053 1.16059248 0.03973740
0.48000011 1.15947653 0.03971753
0.48000446 1.16085418 0.03974995
0.48000540 1.16126420 0.03973568
0.48000467 1.16136822 0.03973985
0.48000375 1.15922483 0.03972713
0.48000710 1.16223919 0.03974891
0.48000442 1.16171155 0.03975352
0.48000290 1.16015389 0.03969471
0.48000125 1.15135797 0.03967525
0.48000123 1.15638873 0.03971610
0.48000046 1.15823619 0.03971745
0.48000042 1.15702699 0.03974016
0.48000033 1.15871574 0.03974504
0.48000243 1.16310195 0.03975252
0.48000227 1.16109867 0.03972352
0.48000108 1.15698814 0.03971194
0.48000300 1.15862420 0.03969203
0.48000218 1.15616335 0.03969173
0.48000295 1.15423778 0.03968303
0.48000003 1.15430813 0.03969193
0.48000084 1.15256870 0.03967743
0.48000130 1.15620023 0.03969329
0.48000321 1.15453957 0.03971059
0.48000167 1.15535288 0.03972269
0.48000186 1.16090235 0.03972489
0.48000324 1.15769887 0.03972520
0.48000154 1.15978763 0.03971688
0.48000098 1.15914308 0.03972600
0.48000028 1.15955439 0.03973325
0.48000533 1.15997273 0.03973855
0.48001296 1.15884480 0.03969857
0.48000860 1.15295705 0.03967271
0.48000001 1.15206427 0.03966986
0.48000032 1.15483847 0.03973421
0.48000279 1.16330513 0.03973368
0.48000076 1.16382005 0.03973865
0.48000174 1.15971711 0.03974471
0.48000122 1.16065942 0.03974559
0.48000555 1.16115120 0.03975127
0.48000136 1.16029696 0.03971553
0.48000126 1.15376632 0.03970800
0.48000032 1.15493823 0.03970159
0.48000034 1.15666216 0.03970802
0.48000528 1.15528970 0.03972061
0.48000411 1.15689891 0.03971999
0.48000477 1.15719169 0.03970783
0.48000166 1.15503820 0.03971211
0.48000469 1.15730848 0.03973999
0.48000133 1.16349063 0.03976422
0.48000087 1.16323827 0.03975574
0.48000195 1.16113380 0.03973263
0.48000139 1.16071760 0.03972817
0.48000064 1.16084473 0.03974047
0.48000070 1.15939202 0.03972849
0.48000152 1.15998087 0.03972514
0.48000279 1.15689641 0.03971600
0.48000193 1.15743755 0.03971767
0.48000037 1.15862426 0.03971288
0.48000065 1.15844100 0.03973880
0.48000071 1.16374871 0.03973733
0.48000908 1.15868374 0.03971978
0.48000413 1.15953832 0.03972372
0.48000253 1.16127407 0.03973134
0.48000790 1.15977095 0.03972954
0.48001009 1.16252096 0.03973419
0.48000169 1.16132245 0.03972885
0.48000149 1.16123917 0.03973658
0.48000581 1.16161774 0.03976990
0.48000017 1.16248385 0.03973953
0.48000134 1.16250131 0.03973461
0.48000135 1.16181900 0.03975297
0.48000278 1.16106937 0.03971988
0.48000527 1.15868667 0.03971674
0.48001013 1.15971649 0.03974801
0.48000060 1.15996204 0.03974027
0.48000487 1.16001099 0.03974266
0.48000451 1.16006160 0.03972598
0.48000016 1.16112047 0.03971730
0.48000099 1.15759293 0.03971607
0.48001074 1.15607043 0.03971437
0.48000519 1.15855765 0.03973419
0.48000393 1.15807083 0.03973543
0.48000132 1.15900923 0.03973986
0.48000085 1.15921961 0.03974244
0.48000485 1.15977289 0.03973683
0.48000146 1.15672154 0.03972098
0.48000023 1.15584645 0.03972415
0.48000219 1.16055844 0.03972638
0.48000261 1.15661396 0.03969440
0.48000153 1.15661660 0.03971247
0.48000060 1.15901099 0.03971651
0.48000002 1.15731561 0.03973048
0.48000017 1.15705819 0.03969624
0.48000433 1.15513923 0.03973530
0.48000888 1.16434220 0.03974522
0.48000782 1.15775038 0.03975697
0.48000347 1.15804030 0.03976124
0.48000360 1.16208486 0.03976153
0.48000152 1.16250606 0.03974974
0.48000192 1.15807273 0.03973704
0.48000499 1.15770714 0.03970894
0.48000142 1.15669730 0.03969551
0.48000138 1.15407763 0.03971007
0.48000323 1.16012597 0.03970319
0.48000248 1.15371165 0.03968115
0.48000426 1.15399424 0.03969327
0.48000263 1.15775382 0.03973176
0.48000178 1.15710089 0.03973038
0.48000328 1.15893985 0.03972912
0.48000081 1.15788945 0.03971615
0.48000207 1.15793710 0.03970522
0.48000042 1.15628096 0.03971741
0.48000244 1.15562091 0.03969280
0.48000007 1.15612134 0.03972521
0.48000400 1.15822180 0.03971597
0.48001315 1.16067267 0.03972013
0.48001162 1.16095910 0.03975102
0.48000932 1.16171267 0.03976641
0.48000803 1.16238236 0.03977638
0.48000375 1.16223600 0.03972783
0.48000233 1.15933583 0.03972298
0.48000298 1.16140033 0.03976305
0.48000533 1.16239807 0.03974138
0.48000203 1.15879588 0.03974335
0.48000403 1.16335490 0.03975786
0.48000285 1.16231567 0.03975102
0.48000248 1.16191041 0.03972939
0.48000293 1.15923461 0.03971485
0.48000110 1.15648889 0.03972785
0.48000001 1.15718994 0.03974175
0.48000127 1.15705476 0.03970662
0.48000144 1.16012075 0.03973971
0.48000136 1.16082884 0.03973071
0.48000289 1.15984520 0.03973751
0.48000013 1.15931250 0.03974747
0.48000021 1.16202080 0.03974527
0.48000113 1.15954392 0.03974215
0.48000121 1.15901508 0.03972498
0.48000327 1.15925910 0.03972298
0.48000328 1.15790177 0.03971245
0.48000389 1.15682666 0.03969580
0.48000606 1.15581661 0.03971304
0.48000442 1.15874671 0.03971179
0.48000219 1.16020754 0.03972863
0.48000438 1.15880852 0.03973595
0.48001365 1.16172580 0.03974588
0.48001013 1.16149738 0.03974347
0.48001023 1.16011226 0.03974874
0.48000741 1.16306180 0.03976141
0.48000519 1.16334839 0.03975106
0.48000887 1.16007114 0.03972986
0.48000153 1.16213276 0.03975197
0.48000146 1.16432095 0.03975885
0.48000104 1.16358466 0.03976358
0.48000101 1.16045003 0.03975706
0.48000041 1.16207807 0.03975663
0.48000135 1.16166957 0.03974048
0.48000648 1.15618490 0.03974060
0.48000086 1.16302535 0.03974346
0.48000053 1.16109498 0.03973787
0.48000052 1.15850525 0.03972351
0.48000131 1.15783203 0.03971762
0.48000751 1.15712737 0.03972026
0.48000107 1.15881155 0.03971579
0.48000019 1.16026249 0.03974231
0.48000138 1.16025680 0.03973383
0.48000481 1.15917785 0.03974085
0.48000727 1.16085666 0.03974060
0.48000652 1.16120243 0.03972357
0.48000356 1.15463646 0.03971819
0.48000436 1.15619756 0.03970925
0.48000049 1.15446243 0.03969912
0.48000028 1.15648663 0.03971754
0.48000198 1.15644504 0.03969197
0.48000226 1.15562128 0.03970665
0.48000175 1.15774930 0.03974090
0.48000064 1.15923737 0.03974025
0.48000190 1.16004699 0.03973054
0.48000039 1.15977631 0.03972988
0.48000106 1.16092162 0.03972103
0.48000029 1.15688893 0.03970590
0.48000015 1.15768224 0.03971100
0.48000182 1.15612736 0.03971206
0.48000282 1.15670121 0.03971004
0.48000344 1.15847341 0.03970068
0.48000342 1.15938450 0.03972838
0.48000080 1.15947560 0.03972895
0.48000357 1.16123245 0.03974570
0.48000383 1.16060257 0.03973754
0.48000282 1.15992088 0.03972812
0.48000290 1.15775142 0.03971975
0.48000857 1.15801638 0.03971912
0.48000658 1.15768801 0.03971724
0.48000582 1.15827770 0.03973709
0.48000415 1.15765393 0.03972678
0.48000345 1.16025283 0.03972359
0.48000777 1.15594594 0.03970929
0.48000381 1.15538859 0.03971610
0.48000201 1.15964687 0.03972989
0.48000166 1.16034493 0.03973499
0.48000039 1.15776531 0.03971837
0.48000310 1.15794193 0.03973046
0.48000099 1.16149223 0.03974904
0.48000020 1.15887011 0.03975074
0.48000003 1.15805167 0.03974101
0.48000112 1.16223277 0.03975019
0.48000764 1.16018785 0.03974535
0.48000448 1.15948914 0.03973632
0.48000453 1.15907204 0.03974277
0.48000559 1.15919840 0.03974381
0.48000274 1.15715975 0.03969557
0.48000350 1.15739627 0.03975935
0.48000099 1.16335890 0.03974964
0.48000049 1.15844826 0.03972757
0.48000073 1.15706008 0.03973319
0.48000004 1.15742529 0.03972970
0.48000032 1.16079181 0.03972279
0.48000044 1.16096038 0.03973767
0.48000081 1.15861006 0.03971895
0.48000274 1.15748353 0.03973894
0.48000443 1.15767880 0.03971135
0.48000661 1.15747988 0.03972103
0.48001435 1.15646506 0.03970692
0.48001087 1.15785572 0.03971653
0.48000628 1.15765352 0.03974709
0.48000470 1.16103089 0.03974339
0.48000127 1.16274302 0.03976771
0.48000145 1.16384201 0.03974502
0.48000083 1.16323088 0.03972447
0.48000331 1.15455915 0.03970396
0.48000019 1.15565821 0.03971362
0.48000067 1.15600828 0.03972947
0.48000818 1.15565596 0.03970794
0.48000473 1.15684012 0.03973146
0.48000048 1.16171019 0.03972606
0.48000063 1.16072328 0.03974602
0.48000150 1.16036041 0.03972869
0.48000052 1.15838237 0.03969216
0.48000215 1.15735934 0.03969407
0.48000161 1.14994177 0.03968720
0.48000197 1.14951579 0.03966099
0.48000522 1.14953957 0.03967904
0.48000327 1.15173058 0.03968279
0.48000489 1.15766680 0.03975946
0.48000235 1.15732094 0.03975004
0.48000092 1.16403007 0.03976632
0.48000105 1.16159982 0.03974351
0.48000122 1.16032570 0.03973649
0.48000312 1.15961761 0.03971925
0.48000322 1.15674078 0.03971974
0.48000361 1.15920843 0.03971328
0.48000324 1.15995415 0.03975097
0.48000658 1.16383276 0.03974577
0.48000199 1.16072959 0.03973457
0.48000298 1.15868845 0.03973051
0.48000079 1.16002547 0.03974529
0.48000184 1.16123036 0.03973286
0.48000161 1.16159062 0.03975187
0.48000335 1.16370245 0.03974578
0.48000481 1.15813861 0.03973966
0.48000371 1.15792634 0.03971965
0.48000481 1.15893579 0.03974082
0.48000052 1.15884898 0.03974546
0.48000008 1.15741377 0.03972121
0.48000069 1.15600190 0.03971848
0.48000054 1.15660108 0.03970783
0.48000096 1.15677283 0.03972384
0.48000106 1.15863107 0.03973250
0.48000131 1.15781267 0.03972870
0.48000370 1.15851272 0.03972328
0.48000076 1.15639044 0.03971672
0.48000193 1.15450740 0.03970258
0.48000201 1.15825033 0.03969819
0.48000167 1.15865781 0.03970522
0.48000137 1.15607568 0.03970417
0.48000034 1.15691396 0.03971192
0.48000013 1.15615383 0.03970281
0.48000181 1.15602712 0.03972847
0.48000286 1.15660486 0.03972614
0.48001056 1.15415884 0.03972798
0.48000892 1.15999647 0.03971963
0.48000014 1.15833021 0.03973436
0.48000010 1.15977806 0.03973598
0.48000137 1.15936877 0.03973400
0.48000136 1.16256437 0.03972615
0.48000108 1.15921257 0.03974678
0.48000167 1.15962114 0.03973264
0.48000366 1.15960655 0.03970824
0.48000168 1.15549300 0.03970171
0.48000234 1.15870637 0.03971337
0.48000774 1.15919456 0.03970632
0.48001013 1.15911071 0.03971120
0.48001082 1.15777847 0.03972605
0.48001074 1.15926890 0.03974156
0.48000777 1.16173222 0.03975292
0.48000123 1.16225557 0.03975354
0.48000012 1.16278219 0.03974870
0.48000037 1.16245751 0.03975105
0.48000028 1.16324487 0.03975478
0.48000371 1.16311916 0.03975644
0.48000801 1.16210649 0.03976360
0.48000479 1.16288384 0.03978004
0.48000367 1.16485841 0.03976113
0.48000133 1.16015178 0.03977335
0.48000331 1.16205875 0.03973449
0.48000556 1.15834598 0.03972115
0.48000315 1.15663730 0.03971370
0.48000110 1.15655213 0.03972169
0.48000246 1.15770543 0.03972071
0.48000304 1.15701314 0.03971939
0.48000168 1.15935212 0.03970960
0.48000405 1.16014172 0.03971843
0.48000243 1.15761487 0.03971497
0.48000031 1.15919520 0.03972941
0.48000080 1.15819001 0.03969602
0.48000117 1.15807364 0.03973856
0.48000275 1.16000860 0.03973761
0.48000706 1.16317051 0.03975656
0.48000152 1.16056805 0.03973200
0.48000194 1.16034003 0.03975130
0.48000098 1.16046725 0.03975886
0.48000005 1.15672178 0.03976132
0.48000083 1.16373820 0.03977614
0.48000279 1.16613761 0.03978081
0.48000003 1.16538844 0.03978233
0.48000318 1.16701043 0.03975378
0.48000263 1.15727603 0.03972354
0.48000284 1.15825098 0.03973358
0.48000151 1.15833889 0.03971989
0.48000124 1.15849257 0.03972002
0.48000156 1.15755309 0.03971988
0.48000160 1.15780554 0.03973270
0.48000277 1.16135358 0.03976115
0.48000795 1.16159895 0.03975829
0.48000630 1.16314899 0.03974636
0.48001185 1.15806546 0.03972503
0.48001957 1.15853221 0.03972079
0.48001769 1.16169508 0.03977381
0.48000258 1.16292864 0.03976650
0.48000611 1.16418992 0.03977101
0.48000033 1.16177708 0.03973378
0.48000287 1.16150720 0.03974738
0.48000297 1.15968680 0.03973293
0.48000197 1.16047506 0.03975239
0.48000496 1.15966722 0.03974830
0.48000249 1.16319603 0.03974719
0.48000001 1.16263028 0.03974908
0.48000117 1.16206645 0.03972473
0.48000006 1.16109729 0.03975565
0.48000067 1.16129074 0.03974900
0.48000104 1.16151147 0.03974638
0.48000172 1.16136323 0.03973555
0.48000563 1.16068081 0.03975283
0.48000305 1.16441969 0.03973674
0.48000914 1.16427389 0.03976281
0.48000561 1.15996133 0.03972117
0.48000926 1.15696910 0.03972447
0.48000010 1.15736365 0.03971915
0.48000229 1.15849115 0.03971976
0.48000035 1.15983419 0.03973370
0.48000037 1.15801953 0.03970687
0.48000035 1.15935382 0.03975000
0.48000214 1.16004901 0.03969261
0.48000043 1.15952005 0.03971847
0.48000046 1.15936154 0.03971362
0.48000137 1.15719523 0.03973496
0.48000331 1.15832306 0.03972926
0.48000450 1.16012683 0.03974224
0.48000532 1.16049284 0.03974084
0.48000186 1.15794746 0.03972947
0.48000176 1.15873266 0.03972817
0.48000458 1.16021384 0.03972833
0.48000668 1.15645249 0.03972929
0.48000069 1.15594196 0.03968846
0.48000024 1.15298698 0.03971026
0.48000043 1.15747900 0.03973756
0.48000032 1.16249471 0.03974954
0.48000018 1.16483000 0.03976155
0.48000042 1.15863923 0.03976943
0.48000098 1.15879238 0.03976080
0.48000525 1.16204754 0.03976122
0.48000634 1.16169151 0.03976652
0.48000240 1.15945693 0.03976760
0.48000002 1.16550636 0.03978373
0.48000201 1.16389865 0.03976702
0.48000087 1.16198426 0.03976645
0.48000575 1.16021700 0.03975013
0.48000185 1.16462030 0.03976403
0.48000185 1.16428453 0.03977936
0.48000140 1.16377409 0.03978575
0.48000054 1.16619266 0.03978497
0.48000447 1.16540752 0.03976846
0.48000388 1.16322960 0.03977455
0.48000473 1.16397274 0.03976311
0.48000635 1.16011301 0.03975943
0.48000542 1.16364747 0.03971967
0.48000362 1.15657898 0.03971573
0.48000297 1.15633519 0.03971671
0.48000255 1.15676154 0.03972243
0.48000260 1.15985798 0.03972399
0.48000542 1.15448099 0.03968706
0.48000533 1.15775122 0.03971165
0.48000204 1.15795433 0.03972584
0.48000308 1.15890232 0.03970751
0.48000240 1.15700016 0.03971031
0.48000388 1.15699923 0.03970464
0.48000093 1.15890793 0.03975552
0.48000103 1.15925822 0.03973817
0.48000003 1.16215592 0.03976609
0.48000331 1.16271537 0.03973705
0.48000260 1.15977495 0.03974521
0.48000086 1.16242314 0.03974763
0.48000027 1.16320968 0.03975689
0.48000185 1.16401240 0.03975434
0.48000230 1.16355016 0.03974595
0.48000896 1.16281565 0.03975191
0.48000925 1.16136803 0.03972828
0.48000630 1.15989135 0.03971354
0.48000081 1.16014965 0.03972002
0.48000029 1.15793664 0.03974320
0.48000062 1.16221775 0.03974628
0.48000568 1.16317408 0.03975336
0.48000332 1.16069554 0.03972061
0.48000525 1.15856077 0.03973502
0.48000367 1.15757714 0.03971054
0.48000296 1.15798661 0.03970418
0.48000101 1.15684584 0.03972552
0.48000064 1.15945866 0.03973801
0.48000069 1.15905713 0.03971648
0.48000107 1.15324696 0.03967921
0.48000103 1.15267504 0.03969901
0.48000052 1.15385535 0.03969308
0.48000054 1.15413542 0.03969285
0.48000260 1.15339155 0.03968141
0.48000401 1.15294227 0.03970466
0.48000324 1.15367528 0.03968121
0.48000375 1.15495405 0.03969604
0.48000441 1.15562725 0.03970472
0.48000113 1.15508957 0.03971332
0.48000001 1.15767627 0.03971455
0.48000002 1.15790757 0.03973233
0.48000032 1.15968043 0.03972872
0.48000029 1.16024225 0.03972593
0.48000144 1.15804837 0.03972470
0.48000405 1.15967765 0.03973019
0.48000189 1.15880569 0.03971821
0.48000087 1.15698558 0.03970687
0.48000173 1.15653499 0.03970056
0.48000951 1.15558673 0.03970676
0.48000832 1.15557358 0.03969688
0.48000952 1.15516472 0.03971111
0.48000560 1.15848235 0.03971676
0.48000323 1.15838201 0.03971901
0.48000279 1.15649872 0.03971472
0.48000161 1.15349860 0.03971956
0.48001199 1.15704079 0.03972204
0.48000885 1.15777359 0.03971662
0.48000510 1.15755481 0.03971113
0.48000236 1.15760846 0.03970766
0.48000028 1.15664096 0.03972844
0.48000113 1.15753740 0.03971441
0.48000319 1.15589883 0.03971324
0.48000404 1.15509654 0.03969809
0.48000282 1.15547020 0.03973921
0.48000524 1.15605236 0.03972188
0.48000060 1.15857851 0.03970198
0.48000283 1.15869815 0.03971298
0.48000065 1.16037318 0.03973552
0.48000445 1.15957728 0.03971320
0.48000168 1.15926386 0.03974811
0.48000101 1.16037272 0.03972306
0.48000058 1.16091665 0.03975222
0.48000280 1.16411411 0.03976603
0.48000243 1.16415276 0.03976647
0.48000064 1.16553890 0.03976820
0.48000427 1.16252479 0.03976515
0.48000262 1.16481266 0.03977228
0.48000446 1.16081755 0.03976786
0.48000341 1.16239354 0.03974300
0.48000208 1.16014147 0.03974058
0.48000405 1.15974663 0.03972880
0.48000026 1.16016898 0.03972687
0.48000010 1.16051684 0.03971473
0.48000024 1.16160691 0.03973796
0.48000184 1.16086975 0.03975690
0.48000123 1.16274907 0.03975662
0.48000183 1.16229233 0.03974889
0.48000339 1.16313833 0.03976264
0.48000648 1.16041135 0.03972635
0.48000328 1.16027382 0.03972735
0.48000941 1.15826895 0.03971676
0.48001088 1.15664207 0.03971782
0.48000257 1.15965431 0.03972773
0.48000245 1.15821908 0.03971539
0.48000063 1.15773915 0.03972666
0.48000084 1.15761392 0.03971822
0.48000325 1.15709428 0.03969908
0.48000034 1.15659685 0.03974463
0.48000056 1.15714852 0.03970493
0.48000216 1.15550287 0.03967516
0.48000049 1.15409956 0.03968422
0.48000004 1.15387223 0.03968278
0.48000075 1.15521104 0.03968940
0.48000073 1.15616022 0.03968806
0.48000223 1.15404056 0.03968687
0.48000220 1.15496685 0.03969483
0.48000370 1.15397360 0.03970661
0.48000942 1.15470204 0.03970794
0.48000989 1.15754649 0.03972721
0.48000372 1.15818498 0.03970979
0.48000523 1.15506859 0.03969687
0.48000135 1.15799595 0.03975188
0.48000798 1.15865433 0.03970112
0.48000856 1.15782426 0.03973635
0.48000574 1.16021999 0.03973057
0.48000387 1.15920478 0.03974800
0.48000312 1.16237433 0.03976739
0.48000201 1.16251778 0.03977708
0.48000106 1.16384067 0.03975589
0.48000360 1.16030558 0.03974208
0.48000088 1.16292059 0.03975858
0.48000139 1.16205948 0.03974398
0.48000182 1.16342065 0.03972276
0.48000050 1.16320209 0.03972719
0.48000058 1.16106626 0.03975983
0.48000098 1.16438882 0.03973688
0.48000056 1.16383149 0.03974436
0.48000102 1.15942684 0.03974136
0.48000037 1.16081864 0.03974353
0.48000293 1.16047128 0.03976986
0.48000198 1.16241533 0.03974836
0.48000118 1.15817546 0.03971356
0.48000120 1.15822869 0.03974257
0.48000170 1.15819659 0.03971469
0.48000074 1.15648308 0.03969377
0.48000129 1.15585888 0.03970818
0.48000133 1.15834056 0.03970751
0.48000100 1.15856528 0.03970802
0.48000129 1.15859340 0.03970685
0.48000039 1.15852629 0.03971945
0.48000268 1.15734194 0.03971195
0.48000331 1.16080597 0.03976888
0.48000619 1.16431721 0.03977017
0.48000057 1.16254215 0.03974128
0.48000040 1.16054778 0.03973235
0.48000090 1.15576524 0.03972008
0.48000029 1.15575873 0.03972414
0.48000188 1.16069126 0.03973523
0.48000095 1.16074635 0.03974172
0.48000067 1.16007740 0.03974914
0.48000239 1.16260716 0.03974538
0.48000214 1.16196847 0.03973377
0.48000373 1.16146355 0.03974109
0.48000180 1.16031483 0.03974157
0.48000011 1.15955135 0.03972700
0.48000084 1.15883794 0.03974165
0.48000065 1.15788061 0.03970088
0.48000049 1.15630661 0.03972147
0.48000147 1.15571495 0.03972848
0.48000327 1.16292743 0.03973424
0.48000350 1.16350381 0.03977805
0.48000376 1.16527336 0.03978504
0.48000875 1.16355977 0.03975996
0.48000110 1.16134223 0.03976484
0.48000089 1.16212589 0.03974706
0.48000007 1.16048262 0.03973662
0.48000064 1.16091226 0.03971745
0.48000090 1.15857197 0.03976426
0.48000110 1.16523057 0.03975935
0.48000291 1.16117226 0.03976023
0.48000102 1.16122902 0.03972668
0.48000105 1.16016893 0.03975386
0.48000141 1.16162046 0.03974422
0.48000085 1.15662447 0.03971514
0.48000003 1.15641560 0.03972354
0.48000235 1.15889445 0.03974359
0.48000098 1.16069750 0.03973643
0.48000209 1.16099750 0.03972040
0.48000090 1.15848633 0.03972772
0.48000033 1.15919461 0.03972670
0.48000269 1.15934354 0.03972834
0.48000330 1.15882692 0.03971725
0.48000250 1.16156252 0.03971478
0.48000006 1.16171226 0.03973977
0.48000052 1.16021635 0.03973801
0.48000034 1.16040272 0.03975050
0.48000249 1.15940293 0.03972886
0.48000322 1.15845447 0.03973485
0.48000275 1.15968072 0.03972934
0.48000789 1.16269970 0.03974541
0.48000418 1.15930083 0.03975818
0.48000170 1.16042452 0.03977379
0.48000300 1.15803866 0.03969168
0.48000236 1.15860513 0.03971380
0.48000216 1.16148384 0.03972164
0.48000132 1.16059619 0.03973761
0.48000568 1.16279760 0.03975692
0.48000364 1.16129155 0.03975509
0.48000330 1.16344723 0.03975210
0.48000261 1.16164667 0.03973866
0.48000238 1.15999640 0.03972216
0.48000227 1.16002159 0.03975260
0.48000179 1.15993443 0.03974331
0.48000119 1.15997291 0.03973457
0.48000330 1.15912981 0.03970221
0.48000324 1.15488358 0.03968588
0.48000319 1.15426603 0.03967893
0.48000366 1.15318292 0.03968195
0.48000334 1.15535267 0.03967868
0.48000407 1.15204832 0.03968442
0.48000233 1.15321181 0.03968263
0.48000106 1.15473504 0.03968081
0.48000186 1.15516619 0.03968376
0.48000114 1.15584387 0.03972449
0.48000042 1.16082854 0.03972332
0.48000034 1.15993377 0.03973673
0.48000016 1.15974237 0.03973931
0.48000085 1.16017071 0.03974917
0.48000283 1.16323605 0.03975708
0.48000180 1.16320000 0.03975699
0.48000266 1.16076134 0.03976681
0.48000281 1.16247241 0.03973197
0.48000243 1.15913861 0.03972789
0.48000824 1.16090375 0.03975764
0.48000195 1.16386198 0.03974791
0.48000450 1.16382134 0.03975008
