    4.6765E-02     2.6640E+01    1.3853E-01
    4.5965E-02     2.6740E+01    1.2835E-01
    4.3965E-02     2.6300E+01    1.4202E-01
    4.1966E-02     2.6000E+01    1.2220E-01
    3.9966E-02     2.5280E+01    1.4157E-01
    3.5967E-02     2.4020E+01    1.1289E-01
    3.1968E-02     2.2190E+01    1.1095E-01
    2.7969E-02     2.0700E+01    9.3150E-02
    2.3971E-02     1.8870E+01    7.9254E-02
    1.9973E-02     1.7350E+01    8.8485E-02
    1.5975E-02     1.5810E+01    1.2964E-01
    1.1978E-02     1.4320E+01    9.7376E-02
    9.9800E-03     1.3920E+01    1.4059E-01
    7.9824E-03     1.3430E+01    2.6994E-01
    6.9836E-03     1.2830E+01    4.0414E-01
    5.9848E-03     1.3480E+01    3.8553E-01
    4.9876E-03     1.2630E+01    5.7972E-01
