a.scale: 3He(a,g)
0.9778811   0.9793732   0.9795088   0.9837376   0.9763658   0.9737053
0.9747422   0.9751941   0.9737181   0.9858107   0.9798773   0.9757077
0.9751669   0.9737348   0.9740149   0.9631018   0.9583017   0.9598848
0.9558218   0.9550877   0.9502039   0.9497491   0.9500936   0.9495971
0.9509391   0.9555178   0.9521763   0.9452142   0.9513816   0.9460256
0.9417973   0.9442395   0.9567025   0.9753439   0.9815950   0.9851734
0.9849878   0.9785272   0.9753834   0.9658180   0.9736500   0.9706082
0.9848633   0.9877363   0.9879038   0.9783214   0.9669497   0.9679034
0.9636485   0.9494916   0.9577039   0.9561223   0.9615663   0.9649954
0.9591430   0.9630656   0.9625991   0.9648009   0.9628492   0.9704576
0.9718190   0.9622733   0.9642415   0.9644928   0.9614487   0.9720299
0.9594971   0.9560788   0.9612321   0.9585326   0.9607991   0.9555244
0.9636415   0.9813467   0.9782737   0.9787427   0.9752167   0.9716999
0.9740365   0.9766922   0.9712146   0.9799060   0.9797155   0.9803197
0.9828574   0.9875644   0.9882592   0.9897622   0.9912903   0.9975509
0.9932641   0.9812065   0.9791381   0.9777378   0.9722191   0.9736565
0.9711678   0.9669187   0.9726339   0.9683101   0.9674191   0.9688009
0.9655545   0.9626103   0.9586225   0.9616111   0.9691709   0.9698158
0.9728969   0.9732501   0.9781506   0.9798918   0.9793987   0.9840469
0.9895212   0.9930464   0.9799546   0.9827502   0.9810832   0.9790547
0.9767467   0.9758546   0.9760043   0.9738602   0.9739579   0.9743523
0.9916324   0.9937756   0.9963678   1.0009821   0.9990192   0.9961635
0.9976640   1.0025925   1.0050357   1.0170921   1.0074008   0.9984069
1.0045861   1.0029659   1.0007864   0.9997776   1.0072835   1.0118085
1.0084750   1.0092362   1.0078642   1.0122228   1.0059404   1.0050551
1.0017815   0.9921882   1.0003015   1.0057294   1.0113899   0.9991976
0.9990187   1.0067404   1.0050779   0.9970158   0.9983662   0.9971829
0.9978770   0.9925134   0.9878738   0.9898963   0.9924511   0.9946449
0.9943028   0.9894550   0.9826140   0.9856053   0.9826549   0.9835756
0.9841873   0.9836099   0.9809817   0.9802021   0.9757445   0.9767592
0.9765947   0.9719564   0.9639137   0.9707637   0.9710419   0.9723356
0.9715294   0.9605178   0.9611553   0.9551110   0.9583530   0.9506636
0.9598484   0.9604109   0.9641173   0.9648264   0.9663114   0.9703254
0.9655005   0.9594376   0.9577269   0.9556712   0.9530682   0.9523473
0.9514030   0.9550303   0.9542795   0.9566364   0.9569328   0.9558121
0.9692420   0.9741866   0.9706334   0.9619998   0.9596249   0.9660432
0.9666032   0.9650048   0.9634409   0.9654702   0.9656563   0.9711900
0.9725315   0.9737593   0.9820360   0.9847360   0.9912305   0.9903355
0.9844568   0.9840940   0.9826736   0.9882095   0.9862170   0.9884822
0.9930555   0.9881922   0.9910191   0.9880761   0.9906231   0.9932546
0.9914671   0.9908451   0.9919003   0.9866795   0.9866817   0.9880097
0.9953292   1.0003467   1.0005673   0.9955028   0.9989714   1.0023613
1.0065755   1.0085736   1.0102316   1.0054630   1.0064283   1.0027080
1.0099421   1.0088581   1.0003298   1.0025006   1.0058664   1.0075494
0.9956872   1.0024235   0.9992962   0.9921910   0.9968025   0.9951512
0.9927953   0.9958346   0.9857718   0.9765046   0.9757065   0.9795238
0.9768215   0.9781511   0.9724980   0.9703619   0.9682137   0.9655623
0.9640264   0.9616889   0.9620033   0.9562105   0.9520307   0.9563320
0.9563722   0.9680321   0.9663941   0.9643895   0.9659552   0.9661371
0.9625257   0.9605720   0.9602940   0.9499942   0.9595748   0.9623261
0.9696615   0.9696851   0.9682605   0.9694491   0.9698929   0.9655861
0.9705217   0.9713252   0.9727240   0.9727866   0.9865421   0.9741805
0.9785141   0.9627433   0.9758821   0.9812420   0.9832972   0.9772357
0.9682796   0.9713756   0.9598800   0.9564263   0.9569602   0.9506498
0.9556721   0.9524080   0.9512618   0.9530166   0.9500889   0.9451880
0.9503247   0.9545363   0.9551114   0.9560768   0.9572191   0.9565514
0.9587457   0.9525689   0.9550492   0.9613098   0.9557020   0.9571934
