
    3.0000E-01    0.0000E+00    1.4064E+00    1.4064E-02
    4.5000E-01    0.0000E+00    8.3975E-01    8.3975E-03
    6.0000E-01    0.0000E+00    5.9830E-01    5.9830E-03
    7.5000E-01    0.0000E+00    5.0274E-01    5.0274E-03
    9.0000E-01    0.0000E+00    4.5017E-01    4.5017E-03
    1.0500E+00    0.0000E+00    4.0958E-01    4.0958E-03
    1.5000E+00    0.0000E+00    3.6409E-01    3.6409E-03
    1.8000E+00    0.0000E+00    3.7888E-01    3.7888E-03
    2.1000E+00    0.0000E+00    3.9311E-01    3.9311E-03
    2.4000E+00    0.0000E+00    4.1156E-01    4.1156E-03
    2.7000E+00    0.0000E+00    4.4531E-01    4.4531E-03
    3.0000E+00    0.0000E+00    4.6366E-01    4.6366E-03
    3.6000E+00    0.0000E+00    4.9102E-01    4.9102E-03
    4.2000E+00    0.0000E+00    4.9690E-01    4.9690E-03
