    4.6000E-02    1.1500E-03    2.5932E+01    0.0000E+00
    4.8000E-02    1.2000E-03    2.5959E+01    0.0000E+00
    5.2000E-02    1.3000E-03    2.5762E+01    0.0000E+00
    5.6000E-02    1.4000E-03    2.5275E+01    0.0000E+00
    6.0000E-02    1.5000E-03    2.4770E+01    0.0000E+00
    6.4000E-02    1.2800E-03    2.3658E+01    0.0000E+00
    6.6000E-02    1.3200E-03    2.2847E+01    0.0000E+00
    6.8000E-02    1.3600E-03    2.1888E+01    0.0000E+00
    7.2000E-02    1.4400E-03    1.9982E+01    0.0000E+00
    7.6000E-02    1.5200E-03    1.8143E+01    0.0000E+00
    8.0000E-02    1.6000E-03    1.6531E+01    0.0000E+00
    8.4000E-02    1.6800E-03    1.5013E+01    0.0000E+00
    8.8000E-02    1.7600E-03    1.3651E+01    0.0000E+00
    9.2000E-02    1.8400E-03    1.2500E+01    0.0000E+00
    9.6000E-02    1.9200E-03    1.1410E+01    0.0000E+00
    1.0000E-01    2.0000E-03    1.0446E+01    0.0000E+00
    1.0400E-01    2.0800E-03    9.5910E+00    0.0000E+00
    1.0800E-01    2.1600E-03    8.7578E+00    0.0000E+00
    1.1200E-01    2.2400E-03    7.9764E+00    0.0000E+00
    1.1600E-01    2.3200E-03    7.2751E+00    0.0000E+00
    1.2000E-01    2.4000E-03    6.6457E+00    0.0000E+00
    1.2400E-01    2.4800E-03    6.0813E+00    0.0000E+00
    1.2800E-01    2.5600E-03    5.6100E+00    0.0000E+00
    1.3200E-01    2.6400E-03    5.2254E+00    0.0000E+00
    1.3600E-01    2.7200E-03    4.8895E+00    0.0000E+00
    1.4000E-01    2.8000E-03    4.5991E+00    0.0000E+00
    1.4400E-01    2.8800E-03    4.3197E+00    0.0000E+00
    1.4800E-01    2.9600E-03    4.1130E+00    0.0000E+00
    1.5200E-01    3.0400E-03    3.8826E+00    0.0000E+00
    1.5600E-01    3.1200E-03    3.6902E+00    0.0000E+00
    1.6000E-01    3.2000E-03    3.5036E+00    0.0000E+00
    1.6400E-01    3.2800E-03    3.3224E+00    0.0000E+00
    1.6800E-01    3.3600E-03    3.1459E+00    0.0000E+00
    1.7600E-01    3.5200E-03    2.8350E+00    0.0000E+00
    1.8400E-01    3.6800E-03    2.6247E+00    0.0000E+00
    1.9200E-01    3.8400E-03    2.4234E+00    0.0000E+00
    2.0000E-01    4.0000E-03    2.2580E+00    0.0000E+00
    2.0800E-01    4.1600E-03    2.1266E+00    0.0000E+00
    2.1600E-01    4.3200E-03    1.9995E+00    0.0000E+00
    2.2400E-01    4.4800E-03    1.8900E+00    0.0000E+00
    2.3200E-01    4.6400E-03    1.7917E+00    0.0000E+00
    2.4000E-01    4.8000E-03    1.6928E+00    0.0000E+00
