    6.1800E-03    0.0000E+00    1.0250E+01    0.0000E+00
    9.2400E-03    0.0000E+00    1.2335E+01    0.0000E+00
    1.2420E-02    0.0000E+00    1.3227E+01    0.0000E+00
    1.5480E-02    0.0000E+00    1.5174E+01    0.0000E+00
    1.8600E-02    0.0000E+00    1.5790E+01    0.0000E+00
    2.0700E-02    0.0000E+00    1.7328E+01    0.0000E+00
    2.1780E-02    0.0000E+00    1.7378E+01    0.0000E+00
    2.4900E-02    0.0000E+00    1.8234E+01    0.0000E+00
    2.8020E-02    0.0000E+00    1.9699E+01    0.0000E+00
    2.9100E-02    0.0000E+00    2.0129E+01    0.0000E+00
    3.1200E-02    0.0000E+00    2.1804E+01    0.0000E+00
    3.3240E-02    0.0000E+00    2.2911E+01    0.0000E+00
    3.4260E-02    0.0000E+00    2.1594E+01    0.0000E+00
    3.7380E-02    0.0000E+00    2.3803E+01    0.0000E+00
    4.0500E-02    0.0000E+00    2.5309E+01    0.0000E+00
    4.1580E-02    0.0000E+00    2.5725E+01    0.0000E+00
    4.3680E-02    0.0000E+00    2.5930E+01    0.0000E+00
    4.5720E-02    0.0000E+00    2.5899E+01    0.0000E+00
    4.6800E-02    0.0000E+00    2.5439E+01    0.0000E+00
    4.9980E-02    0.0000E+00    2.6833E+01    0.0000E+00
    5.4180E-02    0.0000E+00    2.5526E+01    0.0000E+00
    5.6220E-02    0.0000E+00    2.6602E+01    0.0000E+00
    5.8260E-02    0.0000E+00    2.5886E+01    0.0000E+00
    6.2400E-02    0.0000E+00    2.4608E+01    0.0000E+00
    6.5400E-02    0.0000E+00    2.3429E+01    0.0000E+00
    6.6600E-02    0.0000E+00    2.2901E+01    0.0000E+00
    6.9000E-02    0.0000E+00    2.1818E+01    0.0000E+00
    7.5000E-02    0.0000E+00    1.9229E+01    0.0000E+00
    8.1600E-02    0.0000E+00    1.6604E+01    0.0000E+00
    8.7600E-02    0.0000E+00    1.4266E+01    0.0000E+00
    9.3600E-02    0.0000E+00    1.2332E+01    0.0000E+00
    1.0020E-01    0.0000E+00    1.0626E+01    0.0000E+00
    8.0400E-02    0.0000E+00    1.6970E+01    0.0000E+00
    8.5800E-02    0.0000E+00    1.4961E+01    0.0000E+00
    9.1800E-02    0.0000E+00    1.2897E+01    0.0000E+00
    9.7200E-02    0.0000E+00    1.1024E+01    0.0000E+00
    1.0380E-01    0.0000E+00    9.9085E+00    0.0000E+00
    1.0980E-01    0.0000E+00    8.9950E+00    0.0000E+00
    1.2300E-01    0.0000E+00    6.7947E+00    0.0000E+00
    1.3620E-01    0.0000E+00    5.4398E+00    0.0000E+00
    1.5060E-01    0.0000E+00    4.4269E+00    0.0000E+00
    1.6560E-01    0.0000E+00    3.5523E+00    0.0000E+00
    1.8120E-01    0.0000E+00    2.8963E+00    0.0000E+00
    1.9740E-01    0.0000E+00    2.5082E+00    0.0000E+00
    2.1420E-01    0.0000E+00    2.1603E+00    0.0000E+00
