a.scale: D(p,g)
0.9377082   0.9339725   0.9279496   0.9354828   0.9246603   0.9289848
0.9285071   0.9293640   0.9232115   0.9560388   0.9658492   0.9709112
0.9716121   0.9790148   0.9720667   0.9720918   0.9745527   0.9743758
0.9781007   0.9828686   0.9994063   1.0041534   1.0062243   1.0028854
0.9883363   0.9744018   0.9572203   0.9552296   0.9490096   0.9483982
0.9494890   0.9440333   0.9513066   0.9547003   0.9603007   0.9589020
0.9750363   0.9935578   0.9938990   1.0052758   1.0107421   1.0060591
0.9921835   0.9854652   0.9907129   1.0038426   0.9820937   0.9806670
0.9732056   0.9716676   0.9714473   0.9562848   0.9570119   0.9556542
0.9714843   0.9681407   0.9590252   0.9501677   0.9552957   0.9618985
0.9489988   0.9634351   0.9577719   0.9657488   0.9521812   0.9657825
0.9640059   0.9580372   0.9631119   0.9531341   0.9457965   0.9350683
0.9390165   0.9463768   0.9592326   0.9610184   0.9872348   1.0113627
1.0105782   1.0180175   1.0220712   1.0218343   1.0289306   1.0156449
1.0219022   1.0258327   1.0340906   1.0319718   1.0385620   1.0361842
1.0269594   1.0109877   1.0108810   1.0067190   1.0167459   1.0101685
0.9874583   0.9984132   1.0057116   1.0034735   1.0013430   1.0056967
1.0292649   1.0334729   1.0396966   1.0479831   1.0278352   1.0281480
1.0241653   1.0191400   1.0407293   1.0209020   1.0103272   1.0215475
1.0135114   1.0035049   1.0056729   1.0128164   1.0106971   1.0269916
1.0288881   1.0311698   1.0299821   1.0362779   1.0241247   1.0129461
1.0169974   1.0173927   1.0149644   1.0132108   1.0165587   1.0359935
1.0284523   1.0196918   1.0273074   1.0269182   1.0156169   1.0005482
0.9908062   0.9991004   0.9997943   1.0028756   0.9982648   1.0018853
1.0075661   1.0115331   1.0100645   0.9986147   0.9889758   0.9846030
0.9809550   0.9822988   0.9976103   1.0018720   0.9975731   0.9880838
0.9781451   0.9586503   0.9734217   0.9712203   0.9728642   0.9680762
0.9563423   0.9680255   0.9617142   0.9678008   0.9642434   0.9589314
0.9664543   0.9673204   0.9770819   0.9635824   0.9662522   0.9578399
0.9647196   0.9572812   0.9520348   0.9494289   0.9429908   0.9395894
0.9385204   0.9388289   0.9391641   0.9505933   0.9429906   0.9494681
0.9482201   0.9502338   0.9466314   0.9501075   0.9633498   0.9597767
0.9558190   0.9516930   0.9541782   0.9457876   0.9607767   0.9641253
0.9692164   0.9536100   0.9455164   0.9520661   0.9517059   0.9315597
0.9533957   0.9428008   0.9457511   0.9465677   0.9329184   0.9557144
0.9384071   0.9376610   0.9606132   0.9710804   0.9752739   0.9824026
0.9762221   0.9681439   0.9560829   0.9452335   0.9606262   0.9551094
0.9465578   0.9520930   0.9447148   0.9477586   0.9509266   0.9449849
0.9557253   0.9569063   0.9605576   0.9533559   0.9370336   0.9405891
0.9346869   0.9378925   0.9375387   0.9317005   0.9336597   0.9528440
0.9391951   0.9423998   0.9566760   0.9598175   0.9702076   0.9728350
0.9631195   0.9660893   0.9550964   0.9567450   0.9619438   0.9640591
0.9744014   0.9794092   0.9893564   0.9743435   0.9687310   0.9825852
0.9794133   0.9675886   0.9746979   0.9658653   0.9489207   0.9451507
0.9430035   0.9389462   0.9248761   0.9361051   0.9248726   0.9421332
0.9383413   0.9343729   0.9171103   0.9306891   0.9210153   0.9246827
0.9135238   0.9129621   0.9116206   0.9267400   0.9238576   0.9409275
0.9485188   0.9630874   0.9367844   0.9332396   0.9141593   0.9169498
0.9246991   0.9355183   0.9434073   0.9510418   0.9640876   0.9546358
0.9561839   0.9276458   0.9207160   0.9240462   0.9366029   0.9534345
0.9560508   0.9721947   0.9721187   0.9743851   0.9590311   0.9614742
0.9523847   0.9467079   0.9509626   0.9573161   0.9537097   0.9384210
0.9359471   0.9226929   0.9274675   0.9414661   0.9495646   0.9556025
0.9577711   0.9667114   0.9743777   0.9663708   0.9828138   0.9900723
0.9917483   1.0048621   0.9890461   1.0027406   0.9948296   0.9913498
0.9982756   0.9928536   1.0074827   0.9989553   0.9977284   1.0081586
1.0083792   1.0211932   1.0126001   1.0095575   1.0091926   1.0208919
1.0042071   1.0089730   0.9952895   0.9929145   1.0066445   1.0189155
1.0181401   1.0190171   1.0140048   1.0105887   1.0033611   1.0012792
1.0069488   1.0385694   1.0523719   1.0777914   1.1039773   1.1177612
1.1057606   1.1038084   1.0938350   1.0987101   1.0865163   1.0828920
1.0737095   1.0829295   1.0699262   1.0662246   1.0704142   1.0690340
1.0905259   1.0703611   1.0614648   1.0768497   1.0702204   1.0571253
1.0609129   1.0495663   1.0569766   1.0445757   1.0259236   1.0337698
1.0291998   1.0287770   1.0369842   1.0177710   1.0181748   1.0433669
1.0529630   1.0450807   1.0407654   1.0313303   1.0369503   1.0355553
1.0352533   1.0321544   1.0340933   1.0333464   1.0433514   1.0325549
1.0483709   1.0502370   1.0455117   1.0389028   1.0460092   1.0533258
1.0395888   1.0444403   1.0250305   1.0343502   1.0276597   1.0295539
1.0154348   1.0170871   1.0277886   1.0277070   1.0364185   1.0383017
1.0228908   0.9993754   0.9876539   0.9962240   1.0115906   1.0007255
1.0137516   1.0029255   0.9927250   0.9971708   0.9999411   0.9960630
0.9866025   0.9963985   1.0066138   1.0075830   1.0129415   1.0020249
0.9937738   1.0023845   1.0053541   1.0056550   0.9972820   0.9936795
0.9902638   0.9892406   0.9743654   0.9689641   0.9705223   0.9715277
0.9667837   0.9724263   0.9796178   0.9760858   0.9715008   0.9640250
0.9615158   0.9571261   0.9618548   0.9593441   0.9554476   0.9418224
0.9379290   0.9431891   0.9412566   0.9450294   0.9394445   0.9673168
0.9614431   0.9499778   0.9746653   0.9707145   0.9742902   0.9590940
