"x","y","quant"
101358041.621943,6.39734348595337e-10,"4"
101388530.999599,5.91951234863694e-10,"4"
101419020.377255,5.45822759318393e-10,"4"
101449509.754912,5.0146434217784e-10,"4"
101479999.132568,4.58979187955646e-10,"4"
101510488.510225,4.1908383561816e-10,"4"
101540977.887881,3.81392619210887e-10,"4"
101571467.265537,3.45795197712462e-10,"4"
101601956.643194,3.12303970421619e-10,"4"
101632446.02085,2.81007807372904e-10,"4"
101662935.398506,2.52470068072916e-10,"4"
101693424.776163,2.2595430878716e-10,"4"
101723914.153819,2.01410532273323e-10,"4"
101754403.531476,1.78783774868191e-10,"4"
101784892.909132,1.58271686110958e-10,"4"
101815382.286788,1.39866288840253e-10,"4"
101845871.664445,1.23083812806661e-10,"4"
101876361.042101,1.07844374294085e-10,"5"
101906850.419758,9.40669853884923e-11,"5"
101937339.797414,8.19824453221167e-11,"5"
101967829.17507,7.12508599170592e-11,"5"
101998318.552727,6.16420799620201e-11,"5"
102028807.930383,5.30782383918881e-11,"5"
102059297.30804,4.54828091480892e-11,"5"
102089786.685696,3.90535050071962e-11,"5"
102120276.063352,3.33743037962697e-11,"5"
102150765.441009,2.83796280118234e-11,"5"
102181254.818665,2.40096408672861e-11,"5"
102211744.196322,2.02564571384638e-11,"5"
102242233.573978,1.71079917240154e-11,"5"
