"x","y","quant"
91654473.3855693,4.900551193474e-08,"1"
91683914.5210473,5.02348192764871e-08,"1"
91713355.6565253,5.14927526348617e-08,"2"
91742796.7920033,5.27799075726217e-08,"2"
91772237.9274813,5.41006791242699e-08,"2"
91801679.0629593,5.54609159231736e-08,"2"
91831120.1984373,5.68528076679887e-08,"2"
91860561.3339153,5.82768399337265e-08,"2"
91890002.4693933,5.97334775424964e-08,"2"
91919443.6048713,6.12341801039438e-08,"2"
91948884.7403493,6.27711270990388e-08,"2"
91978325.8758273,6.43420012430297e-08,"2"
92007767.0113053,6.5946915977247e-08,"2"
92037208.1467833,6.75902955072753e-08,"2"
92066649.2822613,6.92767523035422e-08,"2"
92096090.4177393,7.09965781175115e-08,"2"
92125531.5532173,7.27492701108709e-08,"2"
92154972.6886953,7.4534251500023e-08,"2"
92184413.8241733,7.63606132243616e-08,"2"
92213854.9596513,7.82183402415915e-08,"2"
92243296.0951293,8.01039542447055e-08,"2"
92272737.2306073,8.20160380355217e-08,"2"
92302178.3660853,8.39559707627496e-08,"2"
92331619.5015633,8.59231490289052e-08,"2"
92361060.6370413,8.79088258599449e-08,"2"
92390501.7725193,8.99107403789832e-08,"2"
92419942.9079973,9.19265571482441e-08,"2"
92449384.0434753,9.39556950647858e-08,"2"
92478825.1789533,9.59906388689066e-08,"2"
92508266.3144313,9.80279108040091e-08,"2"
92537707.4499093,1.00064643383068e-07,"2"
92567148.5853873,1.02096662438593e-07,"2"
92596589.7208653,1.04117249105874e-07,"2"
92626030.8563433,1.06124564398425e-07,"2"
92655471.9918213,1.08115739555042e-07,"2"
92684913.1272993,1.1008793763565e-07,"2"
92714354.2627773,1.12028919654695e-07,"2"
92743795.3982553,1.1394085721911e-07,"2"
92773236.5337333,1.15822853158579e-07,"2"
92802677.6692113,1.17672761497187e-07,"2"
92832118.8046893,1.19483109313713e-07,"2"
92861559.9401673,1.21246628769604e-07,"2"
92891001.0756453,1.22971040121116e-07,"2"
92920442.2111233,1.2465536115536e-07,"2"
92949883.3466013,1.26298738688303e-07,"2"
92979324.4820793,1.27885857862106e-07,"2"
93008765.6175573,1.29428903110042e-07,"2"
93038206.7530353,1.30930393882546e-07,"2"
93067647.8885133,1.32390773207004e-07,"2"
93097089.0239913,1.33804784086745e-07,"2"
93126530.1594693,1.35170455445162e-07,"2"
93155971.2949473,1.36499252757828e-07,"2"
93185412.4304253,1.37792606894157e-07,"2"
93214853.5659033,1.39052019621526e-07,"2"
93244294.7013813,1.40269046266939e-07,"2"
93273735.8368593,1.41456383034057e-07,"2"
93303176.9723373,1.42617311886414e-07,"2"
93332618.1078153,1.43753629278055e-07,"2"
93362059.2432933,1.44864087671028e-07,"2"
93391500.3787713,1.45950231616687e-07,"2"
93420941.5142493,1.47019028304794e-07,"2"
93450382.6497273,1.48071883554873e-07,"2"
93479823.7852053,1.49110135268341e-07,"2"
93509264.9206833,1.50130957030617e-07,"2"
93538706.0561613,1.511398881378e-07,"2"
93568147.1916393,1.52137982754878e-07,"2"
93597588.3271173,1.53125659668863e-07,"2"
93627029.4625953,1.54101576425876e-07,"2"
93656470.5980733,1.55064786172074e-07,"2"
93685911.7335513,1.56017210941887e-07,"2"
93715352.8690293,1.5695826600395e-07,"2"
93744794.0045073,1.57887275686688e-07,"2"
93774235.1399853,1.58797838887989e-07,"2"
93803676.2754633,1.59692458788041e-07,"2"
93833117.4109413,1.60570319440342e-07,"2"
93862558.5464193,1.61430082931052e-07,"2"
93891999.6818973,1.62266615300305e-07,"2"
93921440.8173753,1.63075558118943e-07,"2"
93950881.9528533,1.63860075867625e-07,"2"
93980323.0883313,1.64618717100349e-07,"2"
94009764.2238093,1.65350047839004e-07,"2"
94039205.3592873,1.66040967702413e-07,"2"
94068646.4947653,1.66699450119477e-07,"2"
94098087.6302433,1.67325395857792e-07,"2"
94127528.7657213,1.67917885053504e-07,"2"
94156969.9011993,1.68469955456318e-07,"2"
94186411.0366773,1.68978627538572e-07,"2"
94215852.1721553,1.69451627799359e-07,"2"
94245293.3076333,1.69888919172088e-07,"2"
94274734.4431113,1.70290561064303e-07,"2"
94304175.5785893,1.70643910592489e-07,"2"
94333616.7140673,1.70962380770097e-07,"2"
94363057.8495453,1.71247769691724e-07,"2"
94392498.9850233,1.71501085540892e-07,"2"
94421940.1205013,1.71718394908173e-07,"2"
94451381.2559793,1.71901199299788e-07,"2"
94480822.3914573,1.72057966335862e-07,"2"
94510263.5269354,1.72190394725845e-07,"2"
94539704.6624133,1.72300232197101e-07,"2"
94569145.7978913,1.72383045679562e-07,"2"
94598586.9333694,1.72449177847217e-07,"2"
94628028.0688474,1.72500931714138e-07,"2"
94657469.2043253,1.72540217257102e-07,"2"
94686910.3398034,1.72567659158282e-07,"2"
94716351.4752814,1.7258658236915e-07,"2"
94745792.6107593,1.72600779429047e-07,"2"
94775233.7462374,1.72611798420227e-07,"2"
94804674.8817154,1.72621129466082e-07,"2"
94834116.0171934,1.72631055817002e-07,"2"
94863557.1526714,1.72643188233503e-07,"2"
94892998.2881494,1.7265829798005e-07,"2"
94922439.4236274,1.726770697918e-07,"2"
94951880.5591054,1.72700987387313e-07,"2"
94981321.6945834,1.72730586098888e-07,"2"
95010762.8300614,1.72764778427162e-07,"2"
95040203.9655394,1.72803302170311e-07,"2"
95069645.1010174,1.72845802647209e-07,"2"
95099086.2364954,1.72892417760097e-07,"2"
95128527.3719734,1.7294055769121e-07,"2"
95157968.5074514,1.72989111173258e-07,"2"
95187409.6429294,1.73036929212058e-07,"2"
95216850.7784074,1.73081851020879e-07,"2"
95246291.9138854,1.73120970691228e-07,"2"
95275733.0493634,1.7315319600327e-07,"2"
95305174.1848414,1.73176919970152e-07,"2"
95334615.3203194,1.73190507961904e-07,"2"
95364056.4557974,1.73186004404889e-07,"2"
95393497.5912754,1.73165686377861e-07,"2"
95422938.7267534,1.7312791099532e-07,"2"
95452379.8622314,1.73071014997532e-07,"2"
95481820.9977094,1.72988547528258e-07,"3"
95511262.1331874,1.72877378043409e-07,"3"
95540703.2686654,1.72740337953388e-07,"3"
95570144.4041434,1.72576027305427e-07,"3"
95599585.5396214,1.72382996240776e-07,"3"
95629026.6750994,1.72147004034067e-07,"3"
95658467.8105774,1.71878419832047e-07,"3"
95687908.9460554,1.7157624787016e-07,"3"
95717350.0815334,1.71239534315221e-07,"3"
95746791.2170114,1.7085975309113e-07,"3"
95776232.3524894,1.7043581455594e-07,"3"
95805673.4879674,1.69974096542278e-07,"3"
95835114.6234454,1.69474048601327e-07,"3"
95864555.7589234,1.68934829742608e-07,"3"
95893996.8944014,1.68340562854733e-07,"3"
95923438.0298794,1.67706271949637e-07,"3"
95952879.1653574,1.67031750074061e-07,"3"
95982320.3008354,1.66316821264234e-07,"3"
96011761.4363134,1.65552751021862e-07,"3"
96041202.5717914,1.64740398503992e-07,"3"
96070643.7072694,1.63887552211281e-07,"3"
96100084.8427474,1.62994348194377e-07,"3"
96129525.9782254,1.6206040448383e-07,"3"
96158967.1137034,1.61071343768641e-07,"3"
96188408.2491814,1.60043177630513e-07,"3"
96217849.3846594,1.58976399421436e-07,"3"
96247290.5201374,1.57871543723919e-07,"3"
96276731.6556154,1.56721372558519e-07,"3"
96306172.7910934,1.55528617222183e-07,"3"
96335613.9265714,1.54301070084343e-07,"3"
96365055.0620494,1.53039727064583e-07,"3"
96394496.1975274,1.51745039174834e-07,"3"
96423937.3330054,1.50407937760943e-07,"3"
96453378.4684834,1.49042377478376e-07,"3"
96482819.6039614,1.47649877789508e-07,"3"
96512260.7394394,1.46232009107251e-07,"3"
96541701.8749174,1.44785937250411e-07,"3"
96571143.0103954,1.43316271018715e-07,"3"
96600584.1458734,1.41829119439458e-07,"3"
96630025.2813514,1.40326507930257e-07,"3"
96659466.4168294,1.38810258471361e-07,"3"
96688907.5523074,1.37280653909816e-07,"3"
96718348.6877854,1.35744959647074e-07,"3"
96747789.8232634,1.34205426037162e-07,"3"
96777230.9587414,1.32664303994345e-07,"3"
96806672.0942194,1.31125046013197e-07,"3"
96836113.2296974,1.29591896042408e-07,"3"
96865554.3651754,1.28066702425624e-07,"3"
96894995.5006534,1.26551526903456e-07,"3"
96924436.6361314,1.25048859414805e-07,"3"
96953877.7716094,1.23567099818885e-07,"3"
96983318.9070874,1.22103311237406e-07,"3"
97012760.0425654,1.20658964062631e-07,"3"
97042201.1780434,1.19235448592574e-07,"3"
97071642.3135214,1.17839714217921e-07,"3"
97101083.4489994,1.16472104146867e-07,"3"
97130524.5844774,1.15129427938186e-07,"3"
97159965.7199554,1.13812162996005e-07,"3"
97189406.8554334,1.12521621015743e-07,"3"
97218847.9909114,1.11266437200471e-07,"3"
97248289.1263894,1.10036781916257e-07,"3"
97277730.2618674,1.08832157016765e-07,"3"
97307171.3973454,1.07651975284599e-07,"3"
97336612.5328234,1.065007298885e-07,"3"
97366053.6683014,1.05374623233872e-07,"3"
97395494.8037794,1.04268579193895e-07,"3"
97424935.9392574,1.03181248511497e-07,"3"
97454377.0747354,1.02111824216141e-07,"3"
97483818.2102134,1.01062214948254e-07,"3"
97513259.3456914,1.00024496813497e-07,"3"
97542700.4811694,9.89969290691371e-08,"3"
97572141.6166474,9.79777583265102e-08,"3"
97601582.7521254,9.69659264386212e-08,"3"
97631023.8876034,9.59574981624059e-08,"3"
97660465.0230814,9.49498393047951e-08,"3"
97689906.1585594,9.39412709464844e-08,"3"
97719347.2940374,9.29298897147172e-08,"3"
97748788.4295154,9.19113858304309e-08,"3"
97778229.5649934,9.08853788606319e-08,"3"
97807670.7004714,8.98506003682118e-08,"3"
97837111.8359495,8.88058367502105e-08,"3"
97866552.9714274,8.77466619426352e-08,"3"
97895994.1069054,8.66724874463608e-08,"3"
97925435.2423835,8.55843855412588e-08,"3"
97954876.3778614,8.44817564101519e-08,"3"
97984317.5133394,8.33632427023017e-08,"3"
98013758.6488174,8.22236498501879e-08,"3"
98043199.7842955,8.10682175937277e-08,"3"
98072640.9197735,7.98969836079691e-08,"3"
98102082.0552514,7.87100447106415e-08,"3"
98131523.1907295,7.75037955990114e-08,"3"
98160964.3262075,7.62806960018481e-08,"3"
98190405.4616854,7.5043564656412e-08,"3"
98219846.5971635,7.37930297431209e-08,"3"
98249287.7326415,7.25291101193073e-08,"3"
98278728.8681195,7.12500181502265e-08,"3"
98308170.0035975,6.99610693772928e-08,"3"
98337611.1390755,6.866326016224e-08,"3"
98367052.2745535,6.73576121956085e-08,"3"
98396493.4100315,6.60440270062468e-08,"3"
98425934.5455095,6.47254221212852e-08,"3"
98455375.6809875,6.34038520103479e-08,"3"
98484816.8164655,6.20804946610505e-08,"3"
98514257.9519435,6.07566323839367e-08,"3"
98543699.0874215,5.94347909179852e-08,"3"
98573140.2228995,5.8116299147657e-08,"3"
98602581.3583775,5.680230811927e-08,"3"
98632022.4938555,5.54939565595369e-08,"3"
98661463.6293335,5.41947765541453e-08,"3"
98690904.7648115,5.29057993901705e-08,"3"
98720345.9002895,5.16270269977967e-08,"3"
98749787.0357675,5.03594059438136e-08,"3"
98779228.1712455,4.91047973482779e-08,"3"
98808669.3067235,4.78682506758964e-08,"3"
98838110.4422015,4.66464246004437e-08,"3"
98867551.5776795,4.54399860943125e-08,"3"
98896992.7131575,4.42495722313326e-08,"3"
98926433.8486355,4.30805969297366e-08,"3"
98955874.9841135,4.19315312825725e-08,"3"
98985316.1195915,4.08005764493499e-08,"3"
99014757.2550695,3.96880732581069e-08,"3"
99044198.3905475,3.85957658339897e-08,"3"
99073639.5260255,3.75288779438508e-08,"3"
99103080.6615035,3.64813864615796e-08,"3"
99132521.7969815,3.54533838855183e-08,"3"
99161962.9324595,3.44449425150676e-08,"3"
99191404.0679375,3.34615496542078e-08,"3"
99220845.2034155,3.25001223040256e-08,"3"
99250286.3388935,3.15581723575465e-08,"4"
99279727.4743715,3.06356137272186e-08,"4"
99309168.6098495,2.97338769874907e-08,"4"
99338609.7453275,2.88573112727512e-08,"4"
99368050.8808055,2.79995667796592e-08,"4"
99397492.0162835,2.71604754461331e-08,"4"
99426933.1517615,2.63398643839792e-08,"4"
99456374.2872395,2.55426274081952e-08,"4"
99485815.4227175,2.47653810847234e-08,"4"
99515256.5581955,2.40057831745164e-08,"4"
99544697.6936735,2.32636301095687e-08,"4"
99574138.8291515,2.25401620681248e-08,"4"
99603579.9646295,2.18388637131689e-08,"4"
99633021.1001075,2.1154088241407e-08,"4"
99662462.2355855,2.04856130086069e-08,"4"
99691903.3710635,1.98332132635183e-08,"4"
99721344.5065415,1.92010965085699e-08,"4"
99750785.6420195,1.8586035220958e-08,"4"
99780226.7774975,1.79860202355223e-08,"4"
99809667.9129755,1.74008020227184e-08,"4"
99839109.0484535,1.68314130644627e-08,"4"
99868550.1839315,1.62804513707574e-08,"4"
99897991.3194095,1.57431522682928e-08,"4"
99927432.4548875,1.52192436553508e-08,"4"
99956873.5903655,1.4708452136612e-08,"4"
99986314.7258435,1.42141098262094e-08,"4"
100015755.861322,1.37333163819327e-08,"4"
100045196.9968,1.32644470883819e-08,"4"
100074638.132278,1.28072329747512e-08,"4"
100104079.267756,1.23624644976066e-08,"4"
100133520.403234,1.19319404552244e-08,"4"
100162961.538712,1.15119761165101e-08,"4"
100192402.67419,1.11023469905994e-08,"4"
100221843.809668,1.0702835201904e-08,"4"
100251284.945146,1.03160874795503e-08,"4"
100280726.080624,9.93982483387151e-09,"4"
100310167.216102,9.57291091312294e-09,"4"
100339608.35158,9.21520924576881e-09,"4"
100369049.487058,8.86750415800818e-09,"4"
100398490.622536,8.53136665054233e-09,"4"
100427931.758014,8.20402900461237e-09,"4"
100457372.893492,7.88543866657364e-09,"4"
100486814.02897,7.57555004735445e-09,"4"
100516255.164448,7.27696541156188e-09,"4"
100545696.299926,6.98783778662413e-09,"4"
100575137.435404,6.70733834591289e-09,"4"
100604578.570882,6.43546472427014e-09,"4"
100634019.70636,6.17314758991582e-09,"4"
100663460.841838,5.92198122252581e-09,"4"
100692901.977316,5.67942373494539e-09,"4"
100722343.112794,5.4454550018988e-09,"4"
100751784.248272,5.22004973993986e-09,"4"
100781225.38375,5.00579155580693e-09,"4"
100810666.519228,4.80068204552389e-09,"4"
100840107.654706,4.60386256816385e-09,"4"
100869548.790184,4.41522843268157e-09,"4"
100898989.925662,4.2355495336098e-09,"4"
100928431.06114,4.06590343749795e-09,"4"
100957872.196618,3.90378069421652e-09,"4"
100987313.332096,3.74897616122447e-09,"4"
101016754.467574,3.60127525733562e-09,"4"
101046195.603052,3.46244910354123e-09,"4"
101075636.73853,3.33045716163179e-09,"4"
101105077.874008,3.20444718364202e-09,"4"
101134519.009486,3.08413136306397e-09,"4"
101163960.144964,2.96979114470992e-09,"4"
101193401.280442,2.86164752595535e-09,"4"
101222842.41592,2.75788686008355e-09,"4"
101252283.551398,2.65820627983066e-09,"4"
101281724.686876,2.5623050024158e-09,"4"
101311165.822354,2.47080693172345e-09,"4"
101340606.957832,2.38240311845264e-09,"4"
101370048.09331,2.29657812449672e-09,"4"
101399489.228788,2.21308776976984e-09,"4"
101428930.364266,2.13190943541248e-09,"4"
101458371.499744,2.0529249706071e-09,"4"
101487812.635222,1.97540903278375e-09,"4"
101517253.7707,1.8992163650235e-09,"4"
101546694.906178,1.82421250974701e-09,"4"
101576136.041656,1.75057039829273e-09,"4"
101605577.177134,1.67789792244904e-09,"4"
101635018.312612,1.60608150902006e-09,"4"
101664459.44809,1.53509186960303e-09,"4"
101693900.583568,1.46501775588282e-09,"4"
101723341.719046,1.39599862677431e-09,"4"
101752782.854524,1.32785867160089e-09,"4"
101782223.990002,1.26064581842098e-09,"4"
101811665.12548,1.19441346146534e-09,"4"
101841106.260958,1.12962469029106e-09,"4"
101870547.396436,1.06612589585392e-09,"4"
101899988.531914,1.00392486575498e-09,"4"
101929429.667392,9.43102730025322e-10,"4"
101958870.80287,8.83960524500261e-10,"4"
101988311.938348,8.26858831826341e-10,"4"
102017753.073826,7.71476722485424e-10,"4"
102047194.209304,7.17882182442924e-10,"4"
102076635.344782,6.66140293583864e-10,"4"
102106076.48026,6.16996089195384e-10,"4"
102135517.615738,5.69990750782179e-10,"4"
102164958.751216,5.25033357993795e-10,"4"
102194399.886694,4.82149172331989e-10,"4"
102223841.022172,4.41655678264842e-10,"4"
102253282.15765,4.03810745062005e-10,"4"
102282723.293128,3.68055208328334e-10,"4"
102312164.428606,3.34370865571731e-10,"4"
102341605.564084,3.0273556771042e-10,"4"
102371046.699562,2.73786760630377e-10,"4"
102400487.83504,2.46875044731904e-10,"4"
102429928.970518,2.2183586092827e-10,"4"
102459370.105996,1.98615757968628e-10,"4"
102488811.241474,1.77399597389054e-10,"4"
102518252.376952,1.5824450718828e-10,"4"
102547693.51243,1.40637843882751e-10,"4"
102577134.647908,1.24511532300011e-10,"4"
102606575.783386,1.09796872261403e-10,"4"
102636016.918864,9.68392459389892e-11,"5"
102665458.054342,8.51282965415758e-11,"5"
102694899.18982,7.45298411519676e-11,"5"
102724340.325298,6.49770782583663e-11,"5"
102753781.460776,5.65345724398683e-11,"5"
102783222.596254,4.91653447401482e-11,"5"
102812663.731732,4.25721969009866e-11,"5"
102842104.86721,3.66992697460842e-11,"5"
102871546.002688,3.14920415434377e-11,"5"
102900987.138166,2.70778764123167e-11,"5"
102930428.273644,2.31947479759658e-11,"5"
102959869.409122,1.97744778347861e-11,"5"
102989310.5446,1.67769792965577e-11,"5"
