# [Ko88]   Koehler+ PRC 37 (1988) 913 	
# https://www-nds.iaea.org/exfor/servlet/X4sGetSubent?reqx=7682&subID=13163004
#  E_cm(MeV)   sigma(b)   dsigma(b)       E^1/2*sigma 	
  2.3518E-08  3.8500E+04  1.8000E+03  5.9042E+00  2.7604E-01
  2.4655E-08  3.6800E+04  2.1000E+03  5.7783E+00  3.2974E-01
  2.5966E-08  3.6300E+04  1.8000E+03  5.8494E+00  2.9005E-01
  2.7365E-08  3.6000E+04  2.3000E+03  5.9553E+00  3.8048E-01
  2.8939E-08  3.4800E+04  1.5000E+03  5.9200E+00  2.5517E-01
  3.0600E-08  3.3400E+04  1.5000E+03  5.8426E+00  2.6239E-01
  3.2436E-08  3.1700E+04  1.2000E+03  5.7092E+00  2.1612E-01
  3.4359E-08  3.1200E+04  1.3000E+03  5.7833E+00  2.4097E-01
  3.6545E-08  3.0170E+04  9.2000E+02  5.7675E+00  1.7587E-01
  3.8906E-08  2.8900E+04  1.2000E+03  5.7004E+00  2.3669E-01
  4.1441E-08  2.7980E+04  9.7000E+02  5.6959E+00  1.9746E-01
  4.4326E-08  2.7000E+04  1.1000E+03  5.6845E+00  2.3159E-01
  4.7474E-08  2.5900E+04  1.8000E+03  5.6432E+00  3.9219E-01
  5.1058E-08  2.5000E+04  1.3000E+03  5.6490E+00  2.9375E-01
  5.4905E-08  2.4400E+04  1.3000E+03  5.7174E+00  3.0461E-01
  5.7091E-08  2.3790E+04  5.0000E+02  5.6843E+00  1.1947E-01
  5.9102E-08  2.3630E+04  5.0000E+02  5.7446E+00  1.2155E-01
  6.1112E-08  2.3270E+04  4.9000E+02  5.7526E+00  1.2113E-01
  6.3211E-08  2.2750E+04  4.8000E+02  5.7197E+00  1.2068E-01
  6.5484E-08  2.2270E+04  4.7000E+02  5.6989E+00  1.2027E-01
  6.7844E-08  2.1910E+04  4.6000E+02  5.7069E+00  1.1982E-01
  7.0380E-08  2.1560E+04  4.6000E+02  5.7197E+00  1.2203E-01
  7.3090E-08  2.0950E+04  4.4000E+02  5.6639E+00  1.1895E-01
  7.5888E-08  2.0700E+04  4.4000E+02  5.7024E+00  1.2121E-01
  7.8860E-08  2.0250E+04  4.3000E+02  5.6866E+00  1.2075E-01
  8.2008E-08  1.9820E+04  4.2000E+02  5.6759E+00  1.2028E-01
  8.5330E-08  1.9580E+04  4.1000E+02  5.7196E+00  1.1977E-01
  8.9177E-08  1.9300E+04  4.1000E+02  5.7635E+00  1.2244E-01
  9.2674E-08  1.8760E+04  4.0000E+02  5.7110E+00  1.2177E-01
  9.7046E-08  1.8610E+04  3.9000E+02  5.7974E+00  1.2149E-01
  1.0142E-07  1.7860E+04  3.8000E+02  5.6877E+00  1.2101E-01
  1.0579E-07  1.7430E+04  3.7000E+02  5.6691E+00  1.2034E-01
  1.1016E-07  1.7060E+04  3.6000E+02  5.6623E+00  1.1949E-01
  1.1541E-07  1.6640E+04  3.5000E+02  5.6528E+00  1.1890E-01
  1.2153E-07  1.6210E+04  3.4000E+02  5.6509E+00  1.1853E-01
  1.2765E-07  1.5840E+04  3.3000E+02  5.6592E+00  1.1790E-01
  1.3377E-07  1.5320E+04  3.2000E+02  5.6031E+00  1.1704E-01
  1.4076E-07  1.5020E+04  3.2000E+02  5.6352E+00  1.2006E-01
  1.4863E-07  1.4580E+04  3.1000E+02  5.6209E+00  1.1951E-01
  1.5737E-07  1.4160E+04  3.0000E+02  5.6173E+00  1.1901E-01
  1.6611E-07  1.3770E+04  2.9000E+02  5.6123E+00  1.1820E-01
  1.7573E-07  1.3370E+04  2.8000E+02  5.6047E+00  1.1738E-01
  1.8622E-07  1.3110E+04  2.8000E+02  5.6574E+00  1.2083E-01
  1.9759E-07  1.2970E+04  2.7000E+02  5.7653E+00  1.2002E-01
  2.1070E-07  1.2500E+04  2.6000E+02  5.7378E+00  1.1935E-01
  2.2469E-07  1.1980E+04  2.5000E+02  5.6787E+00  1.1850E-01
  2.4043E-07  1.1720E+04  2.5000E+02  5.7467E+00  1.2258E-01
  2.5704E-07  1.1130E+04  2.4000E+02  5.6428E+00  1.2168E-01
  2.7190E-07  1.1050E+04  2.3000E+02  5.7619E+00  1.1993E-01
  2.8239E-07  1.0790E+04  2.3000E+02  5.7339E+00  1.2222E-01
  2.9289E-07  1.0640E+04  2.2000E+02  5.7582E+00  1.1906E-01
