# [Ko88]   Koehler+ PRC 37 (1988) 913 	
# https://www-nds.iaea.org/exfor/servlet/X4sGetSubent?reqx=7682&subID=13163004
#  E_cm(MeV)   sigma(b)   dsigma(b)       E^1/2*sigma 	
  3.0425E-07  1.0300E+04  2.2000E+02  5.6814E+00  1.2135E-01
  3.1649E-07  9.9700E+03  2.1000E+02  5.6089E+00  1.1814E-01
  3.2873E-07  9.9700E+03  2.1000E+02  5.7163E+00  1.2040E-01
  3.4185E-07  9.9100E+03  2.1000E+02  5.7941E+00  1.2278E-01
  3.5671E-07  9.7700E+03  2.1000E+02  5.8351E+00  1.2542E-01
  3.7157E-07  9.6200E+03  2.0000E+02  5.8640E+00  1.2191E-01
  3.8818E-07  9.2300E+03  1.9000E+02  5.7507E+00  1.1838E-01
  4.0479E-07  9.0800E+03  1.9000E+02  5.7770E+00  1.2088E-01
  4.2315E-07  8.8900E+03  1.9000E+02  5.7830E+00  1.2360E-01
  4.4326E-07  8.5500E+03  1.8000E+02  5.6924E+00  1.1984E-01
  4.6425E-07  8.2200E+03  1.7000E+02  5.6007E+00  1.1583E-01
  4.8698E-07  8.0500E+03  1.7000E+02  5.6176E+00  1.1863E-01
  5.1146E-07  7.9800E+03  1.7000E+02  5.7070E+00  1.2158E-01
  5.3769E-07  7.7200E+03  1.6000E+02  5.6608E+00  1.1732E-01
  5.6654E-07  7.5000E+03  1.6000E+02  5.6451E+00  1.2043E-01
  5.9714E-07  7.4300E+03  1.6000E+02  5.7415E+00  1.2364E-01
  6.3036E-07  7.2200E+03  1.5000E+02  5.7323E+00  1.1909E-01
  6.6620E-07  7.0700E+03  1.5000E+02  5.7706E+00  1.2243E-01
  7.0555E-07  7.0000E+03  1.5000E+02  5.8798E+00  1.2600E-01
  7.4839E-07  6.7900E+03  1.4000E+02  5.8740E+00  1.2111E-01
  7.9472E-07  6.5000E+03  1.4000E+02  5.7946E+00  1.2481E-01
  8.4631E-07  6.4500E+03  1.4000E+02  5.9337E+00  1.2879E-01
  9.0051E-07  6.1200E+03  1.3000E+02  5.8076E+00  1.2336E-01
  9.6171E-07  5.8200E+03  1.2000E+02  5.7075E+00  1.1768E-01
  1.0317E-06  5.6800E+03  1.2000E+02  5.7692E+00  1.2188E-01
  1.1103E-06  5.7100E+03  1.2000E+02  6.0168E+00  1.2645E-01
  1.1978E-06  5.0100E+03  1.1000E+02  5.4831E+00  1.2039E-01
  1.2939E-06  5.1300E+03  1.1000E+02  5.8355E+00  1.2513E-01
  1.3989E-06  4.8400E+03  1.0000E+02  5.7244E+00  1.1827E-01
  1.4863E-06  4.7400E+03  1.0000E+02  5.7787E+00  1.2191E-01
  1.5213E-06  4.7080E+03  1.0000E+02  5.8068E+00  1.2334E-01
  1.5475E-06  4.5910E+03  9.7000E+01  5.7111E+00  1.2067E-01
  1.5825E-06  4.4390E+03  9.4000E+01  5.5841E+00  1.1825E-01
  1.6174E-06  4.3970E+03  9.3000E+01  5.5920E+00  1.1828E-01
  1.6524E-06  4.6240E+03  9.8000E+01  5.9439E+00  1.2597E-01
  1.6961E-06  4.5090E+03  9.5000E+01  5.8723E+00  1.2372E-01
  1.7311E-06  4.3810E+03  9.3000E+01  5.7641E+00  1.2236E-01
  1.7748E-06  4.3100E+03  9.3000E+01  5.7418E+00  1.2390E-01
  1.8185E-06  4.3610E+03  9.4000E+01  5.8809E+00  1.2676E-01
  1.8535E-06  4.2790E+03  9.2000E+01  5.8255E+00  1.2525E-01
  1.9059E-06  4.4040E+03  9.5000E+01  6.0800E+00  1.3115E-01
  1.9497E-06  3.9640E+03  8.5000E+01  5.5349E+00  1.1869E-01
  1.9934E-06  3.9190E+03  8.4000E+01  5.5331E+00  1.1860E-01
  2.0458E-06  3.7850E+03  8.1000E+01  5.4138E+00  1.1586E-01
  2.0983E-06  3.9210E+03  8.4000E+01  5.6797E+00  1.2168E-01
  2.1507E-06  4.0930E+03  8.8000E+01  6.0025E+00  1.2906E-01
  2.2032E-06  3.8120E+03  8.2000E+01  5.6582E+00  1.2171E-01
  2.2644E-06  3.8160E+03  8.2000E+01  5.7423E+00  1.2339E-01
  2.3256E-06  3.6100E+03  7.7000E+01  5.5052E+00  1.1742E-01
  2.3868E-06  3.6240E+03  7.8000E+01  5.5988E+00  1.2050E-01
  2.4480E-06  3.6020E+03  7.7000E+01  5.6357E+00  1.2047E-01
  2.5179E-06  3.5730E+03  7.7000E+01  5.6696E+00  1.2218E-01
  2.5879E-06  3.6390E+03  7.8000E+01  5.8540E+00  1.2548E-01
  2.6666E-06  3.4370E+03  9.1000E+01  5.6125E+00  1.4860E-01
  2.7365E-06  3.4600E+03  9.7000E+01  5.7237E+00  1.6046E-01
  2.8239E-06  3.2830E+03  9.5000E+01  5.5169E+00  1.5964E-01
  2.9026E-06  3.3280E+03  9.5000E+01  5.6699E+00  1.6185E-01
  2.9901E-06  3.2050E+03  8.8000E+01  5.5420E+00  1.5217E-01
  3.0862E-06  3.2300E+03  9.4000E+01  5.6744E+00  1.6514E-01
  3.1824E-06  3.1810E+03  8.8000E+01  5.6747E+00  1.5699E-01
  3.2786E-06  3.1020E+03  8.8000E+01  5.6167E+00  1.5934E-01
  3.3835E-06  3.1340E+03  9.2000E+01  5.7648E+00  1.6923E-01
  3.4971E-06  3.0320E+03  9.1000E+01  5.6700E+00  1.7018E-01
  3.6108E-06  2.9800E+03  8.7000E+01  5.6626E+00  1.6532E-01
  3.7332E-06  2.8090E+03  7.8000E+01  5.4274E+00  1.5071E-01
  3.8643E-06  2.8720E+03  8.2000E+01  5.6458E+00  1.6119E-01
  3.9955E-06  2.8680E+03  8.0000E+01  5.7328E+00  1.5991E-01
  4.1354E-06  2.7770E+03  7.9000E+01  5.6472E+00  1.6065E-01
  4.2840E-06  2.8530E+03  8.7000E+01  5.9051E+00  1.8007E-01
  4.4414E-06  2.6290E+03  7.2000E+01  5.5405E+00  1.5174E-01
  4.6075E-06  2.7380E+03  8.1000E+01  5.8771E+00  1.7387E-01
  4.7823E-06  2.5670E+03  7.7000E+01  5.6137E+00  1.6839E-01
  4.9747E-06  2.5700E+03  7.2000E+01  5.7321E+00  1.6059E-01
  5.1670E-06  2.4600E+03  6.8000E+01  5.5918E+00  1.5457E-01
  5.3768E-06  2.4390E+03  6.9000E+01  5.6556E+00  1.6000E-01
  5.6042E-06  2.3690E+03  6.7000E+01  5.6082E+00  1.5861E-01
  5.8402E-06  2.3570E+03  6.4000E+01  5.6961E+00  1.5467E-01
  6.0938E-06  2.3210E+03  6.4000E+01  5.7295E+00  1.5799E-01
  6.3560E-06  2.2220E+03  6.6000E+01  5.6019E+00  1.6639E-01
  6.6446E-06  2.1660E+03  6.2000E+01  5.5833E+00  1.5982E-01
  6.9506E-06  2.2110E+03  6.4000E+01  5.8291E+00  1.6873E-01
  7.2828E-06  2.0800E+03  6.0000E+01  5.6132E+00  1.6192E-01
  7.6325E-06  2.0320E+03  5.7000E+01  5.6138E+00  1.5747E-01
  8.0084E-06  2.0010E+03  5.8000E+01  5.6627E+00  1.6414E-01
  8.4194E-06  2.0060E+03  5.5000E+01  5.8206E+00  1.5959E-01
  8.8303E-06  1.9530E+03  7.3000E+01  5.8035E+00  2.1693E-01
  9.3548E-06  1.8790E+03  7.0000E+01  5.7471E+00  2.1410E-01
  9.8794E-06  1.8040E+03  6.6000E+01  5.6702E+00  2.0745E-01
  1.0404E-05  1.7760E+03  6.6000E+01  5.7285E+00  2.1288E-01
  1.1016E-05  1.7470E+03  6.6000E+01  5.7984E+00  2.1906E-01
  1.1628E-05  1.6670E+03  6.2000E+01  5.6844E+00  2.1142E-01
  1.2415E-05  1.6300E+03  5.7000E+01  5.7433E+00  2.0084E-01
  1.3202E-05  1.5810E+03  5.4000E+01  5.7444E+00  1.9620E-01
  1.3901E-05  1.5090E+03  6.4000E+01  5.6262E+00  2.3862E-01
  1.4338E-05  1.4390E+03  8.0000E+01  5.4489E+00  3.0293E-01
  1.4775E-05  1.5500E+03  1.1000E+02  5.9580E+00  4.2283E-01
  1.5300E-05  1.4360E+03  8.6000E+01  5.6169E+00  3.3639E-01
  1.5825E-05  1.4800E+03  1.1000E+02  5.8875E+00  4.3758E-01
  1.6437E-05  1.3580E+03  8.2000E+01  5.5056E+00  3.3244E-01
  1.6961E-05  1.3860E+03  9.6000E+01  5.7081E+00  3.9537E-01
  1.7573E-05  1.3430E+03  8.2000E+01  5.6299E+00  3.4375E-01
  1.8273E-05  1.3170E+03  8.1000E+01  5.6297E+00  3.4625E-01
  1.8972E-05  1.3450E+03  9.4000E+01  5.8584E+00  4.0943E-01
  1.9671E-05  1.2710E+03  7.8000E+01  5.6372E+00  3.4595E-01
  2.0458E-05  1.2740E+03  7.6000E+01  5.7624E+00  3.4375E-01
  2.1333E-05  1.2690E+03  8.7000E+01  5.8612E+00  4.0183E-01
  2.2207E-05  1.1860E+03  7.9000E+01  5.5889E+00  3.7228E-01
  2.3081E-05  1.1900E+03  7.7000E+01  5.7171E+00  3.6993E-01
  2.4130E-05  1.1950E+03  8.2000E+01  5.8701E+00  4.0280E-01
  2.5179E-05  1.1660E+03  7.6000E+01  5.8509E+00  3.8136E-01
  2.6316E-05  1.1360E+03  7.3000E+01  5.8276E+00  3.7448E-01
  2.7453E-05  1.0810E+03  7.4000E+01  5.6639E+00  3.8772E-01
  2.8764E-05  1.0500E+03  6.7000E+01  5.6314E+00  3.5933E-01
  3.0163E-05  1.0070E+03  6.2000E+01  5.5305E+00  3.4051E-01
  3.1649E-05  9.7800E+02  6.1000E+01  5.5020E+00  3.4317E-01
  3.3223E-05  9.6700E+02  5.9000E+01  5.5737E+00  3.4007E-01
  3.4971E-05  9.7900E+02  7.0000E+01  5.7895E+00  4.1396E-01
  3.6807E-05  9.1400E+02  5.8000E+01  5.5452E+00  3.5188E-01
  3.8818E-05  9.1500E+02  5.4000E+01  5.7008E+00  3.3644E-01
  4.1004E-05  8.7000E+02  5.5000E+01  5.5710E+00  3.5219E-01
  4.3365E-05  8.5400E+02  5.6000E+01  5.6237E+00  3.6877E-01
  4.5987E-05  8.3700E+02  5.9000E+01  5.6760E+00  4.0010E-01
  4.8785E-05  8.7300E+02  6.7000E+01  6.0976E+00  4.6797E-01
  5.1845E-05  7.9500E+02  6.1000E+01  5.7243E+00  4.3922E-01
  5.5255E-05  7.5000E+02  5.2000E+01  5.5750E+00  3.8653E-01
  5.9014E-05  7.2900E+02  5.0000E+01  5.6002E+00  3.8410E-01
  6.3123E-05  7.3400E+02  5.7000E+01  5.8316E+00  4.5287E-01
  6.7670E-05  6.9300E+02  5.1000E+01  5.7007E+00  4.1953E-01
  7.2740E-05  6.6800E+02  4.5000E+01  5.6972E+00  3.8380E-01
  7.8423E-05  6.2900E+02  4.2000E+01  5.5702E+00  3.7194E-01
  8.4806E-05  5.9900E+02  3.9000E+01  5.5162E+00  3.5915E-01
  9.1800E-05  5.7000E+02  3.7000E+01  5.4613E+00  3.5451E-01
  9.9668E-05  5.3600E+02  3.3000E+01  5.3511E+00  3.2945E-01
  1.0929E-04  5.0700E+02  3.3000E+01  5.3002E+00  3.4498E-01
  1.1978E-04  4.9300E+02  3.3000E+01  5.3955E+00  3.6116E-01
  1.3202E-04  4.8600E+02  2.7000E+01  5.5841E+00  3.1023E-01
  1.4601E-04  4.5600E+02  2.4000E+01  5.5100E+00  2.9000E-01
  1.6262E-04  4.2000E+02  2.3000E+01  5.3559E+00  2.9330E-01
  1.8273E-04  4.0000E+02  2.3000E+01  5.4070E+00  3.1090E-01
  2.0546E-04  3.8100E+02  2.2000E+01  5.4612E+00  3.1534E-01
  2.3431E-04  3.4900E+02  2.0000E+01  5.3422E+00  3.0614E-01
  2.6841E-04  3.3500E+02  2.2000E+01  5.4883E+00  3.6043E-01
  3.1037E-04  2.9900E+02  1.9000E+01  5.2676E+00  3.3473E-01
  3.6370E-04  2.7500E+02  1.8000E+01  5.2445E+00  3.4328E-01
  4.3277E-04  2.5000E+02  1.6000E+01  5.2008E+00  3.3285E-01
  5.2195E-04  2.3200E+02  1.5000E+01  5.3003E+00  3.4269E-01
  6.4260E-04  2.0300E+02  1.2000E+01  5.1460E+00  3.0419E-01
  8.1046E-04  1.7300E+02  1.0000E+01  4.9251E+00  2.8469E-01
  1.0579E-03  1.5050E+02  8.4000E+00  4.8950E+00  2.7321E-01
  1.4251E-03  1.2700E+02  6.6000E+00  4.7943E+00  2.4915E-01
  2.0371E-03  9.9900E+01  4.8000E+00  4.5089E+00  2.1664E-01
  3.1387E-03  7.3600E+01  3.5000E+00  4.1234E+00  1.9608E-01
  5.4730E-03  5.0200E+01  2.1000E+00  3.7138E+00  1.5536E-01
  1.1803E-02  2.8900E+01  2.0000E+00  3.1397E+00  2.1728E-01
