0.2,1.254
0.3,7.292
0.4,9.344
0.5,5.697
0.6,2.253
0.7,6.740
0.8,1.662
1,6.857
1.25,2.546
1.3,3.174
1.5,6.923
1.75,1.539
1.8,1.773
2.0,2.977
2.5,8.425
3.0,1.867
4.0,5.974
5.0,1.366
6.0,2.554
8.0,6.222
10.0,1.136
12.0,1.747
15.0,2.740
20.0,4.330
30.0,6.681
40.0,7.998
50.0,8.649
