    1.5270E-01      1.5887E+01    1.1559E-01
    1.6446E-01      1.6762E+01    2.0681E-01
    1.7622E-01      1.7067E+01    1.3776E-01
    1.8804E-01      1.7360E+01    2.0387E-01
    1.8990E-01      1.7418E+01    6.6959E-02
    1.9986E-01      1.7395E+01    1.5533E-01
    2.0166E-01      1.7562E+01    9.4571E-02
    2.1174E-01      1.7379E+01    2.3166E-01
    2.2356E-01      1.6360E+01    2.0661E-01
    2.2548E-01      1.6635E+01    7.0310E-02
    2.3736E-01      1.5864E+01    1.2357E-01
    2.4930E-01      1.5084E+01    1.1842E-01
    2.6124E-01      1.4119E+01    1.0117E-01
    2.7318E-01      1.3300E+01    4.5523E-02
    2.7462E-01      1.3399E+01    5.2230E-02
    2.8512E-01      1.2181E+01    7.6976E-02
    2.8656E-01      1.2464E+01    8.3235E-02
    2.9706E-01      1.1520E+01    7.8651E-02
    2.9850E-01      1.1428E+01    6.3897E-02
    3.0894E-01      1.0474E+01    8.9604E-02
    3.1050E-01      1.0598E+01    5.5349E-02
    3.2244E-01      9.6450E+00    5.3435E-02
    3.3438E-01      8.9647E+00    3.3043E-02
    3.4632E-01      8.2734E+00    4.5994E-02
    3.5826E-01      7.6396E+00    4.0650E-02
    3.7020E-01      7.1339E+00    4.4876E-02
    3.8214E-01      6.5708E+00    3.7349E-02
    3.8802E-01      6.3086E+00    3.5649E-02
    1.4682E-01      1.4635E+01    2.2239E-01
    1.7016E-01      1.6944E+01    2.2923E-01
    1.7796E-01      1.6635E+01    2.3348E-01
    2.0916E-01      1.7016E+01    2.2260E-01
    2.1696E-01      1.7019E+01    2.2109E-01
    2.4042E-01      1.5786E+01    2.0954E-01
    2.5218E-01      1.4903E+01    8.1260E-02
    2.5422E-01      1.4747E+01    5.9155E-02
    2.7174E-01      1.3266E+01    1.1105E-01
    2.8554E-01      1.2676E+01    1.1537E-01
    3.0294E-01      1.0686E+01    1.4289E-01
    3.1686E-01      1.0173E+01    1.0692E-01
    3.4818E-01      8.0123E+00    8.2994E-02
    3.7956E-01      6.3943E+00    7.3778E-02
    4.1082E-01      5.3507E+00    6.0356E-02
