# From Fig. 3 of K.K.Sekharan, H.Laumer, B.D.Kern, F.Gabbard NIM 133, 253 (1976)
#  Ecm (MeV)   sigma (b)   stats=0   sigma*Ecm^1/2 stats=0     Ep (MeV)   sigma Li+p   stats=0
  3.5997E-05  1.1406E+01  0.0000E+00  6.8431E-02  0.0000E+00  1.8804E+00  2.5000E-04  0.0000E+00
  2.6593E-03  2.1278E+01  0.0000E+00  1.0973E+00  0.0000E+00  1.8834E+00  3.4400E-02  0.0000E+00
  5.1951E-03  3.4343E+01  0.0000E+00  2.4754E+00  0.0000E+00  1.8863E+00  1.0830E-01  0.0000E+00
  7.8184E-03  3.7271E+01  0.0000E+00  3.2956E+00  0.0000E+00  1.8893E+00  1.7660E-01  0.0000E+00
  1.0354E-02  3.4969E+01  0.0000E+00  3.5584E+00  0.0000E+00  1.8922E+00  2.1910E-01  0.0000E+00
  1.5513E-02  2.7954E+01  0.0000E+00  3.4818E+00  0.0000E+00  1.8981E+00  2.6160E-01  0.0000E+00
  1.8137E-02  2.4974E+01  0.0000E+00  3.3633E+00  0.0000E+00  1.9011E+00  2.7280E-01  0.0000E+00
  2.0673E-02  2.2588E+01  0.0000E+00  3.2476E+00  0.0000E+00  1.9040E+00  2.8080E-01  0.0000E+00
  2.3296E-02  2.0319E+01  0.0000E+00  3.1012E+00  0.0000E+00  1.9070E+00  2.8420E-01  0.0000E+00
  2.5919E-02  1.8285E+01  0.0000E+00  2.9437E+00  0.0000E+00  1.9100E+00  2.8410E-01  0.0000E+00
  2.8455E-02  1.6809E+01  0.0000E+00  2.8355E+00  0.0000E+00  1.9129E+00  2.8630E-01  0.0000E+00
  3.1078E-02  1.5011E+01  0.0000E+00  2.6463E+00  0.0000E+00  1.9159E+00  2.7880E-01  0.0000E+00
  3.3702E-02  1.3879E+01  0.0000E+00  2.5479E+00  0.0000E+00  1.9189E+00  2.7910E-01  0.0000E+00
  3.6237E-02  1.2784E+01  0.0000E+00  2.4335E+00  0.0000E+00  1.9218E+00  2.7600E-01  0.0000E+00
  3.8861E-02  1.1983E+01  0.0000E+00  2.3622E+00  0.0000E+00  1.9248E+00  2.7700E-01  0.0000E+00
  4.4107E-02  1.0789E+01  0.0000E+00  2.2659E+00  0.0000E+00  1.9308E+00  2.8220E-01  0.0000E+00
  4.9266E-02  9.6784E+00  0.0000E+00  2.1482E+00  0.0000E+00  1.9367E+00  2.8190E-01  0.0000E+00
  5.4513E-02  8.7678E+00  0.0000E+00  2.0471E+00  0.0000E+00  1.9427E+00  2.8170E-01  0.0000E+00
  5.9760E-02  7.9601E+00  0.0000E+00  1.9459E+00  0.0000E+00  1.9487E+00  2.7950E-01  0.0000E+00
