              alpha        beta         gamma
  [5000,]   5.125257   -2.5502938    1.120310e+00
  [5001,]   5.125707   -2.5921268    1.163051e+00
  [5002,]   5.137000   -2.6769394    1.178151e+00
  [5003,]   5.140928   -2.8452267    1.258259e+00
  [5004,]   5.137543   -2.7475240    1.152858e+00
  [5005,]   5.140995   -2.7268764    1.143714e+00
  [5006,]   5.133879   -2.7031403    1.229112e+00
  [5007,]   5.141906   -2.7055563    1.161254e+00
  [5008,]   5.162622   -2.6995441    1.141353e+00
  [5009,]   5.176664   -2.7238639    1.205539e+00
  [5010,]   5.166378   -2.7614550    1.234938e+00
  [5011,]   5.204100   -2.8713819    1.196359e+00
  [5012,]   5.203788   -2.8480125    1.362591e+00
  [5013,]   5.189039   -2.8319016    1.380456e+00
  [5014,]   5.203815   -2.7897258    1.166296e+00
  [5015,]   5.177954   -2.8108253    1.113596e+00
  [5016,]   5.166363   -2.8306937    1.170682e+00
  [5017,]   5.176621   -2.8440757    1.131667e+00
  [5018,]   5.179468   -2.8281074    1.125118e+00
  [5019,]   5.170921   -2.8400906    1.079106e+00
  [5020,]   5.177569   -2.8163725    1.103853e+00
  [5021,]   5.186606   -2.8230963    1.135439e+00
  [5022,]   5.179794   -2.8511784    1.242128e+00
  [5023,]   5.185292   -2.8808362    1.342475e+00
  [5024,]   5.226472   -2.9868551    1.355459e+00
  [5025,]   5.233028   -2.9350704    1.199070e+00
  [5026,]   5.252106   -2.9176363    1.222550e+00
  [5027,]   5.251478   -2.8635579    1.227670e+00
  [5028,]   5.262692   -2.9106521    1.233447e+00
  [5029,]   5.262909   -3.0322851    1.468029e+00
  [5030,]   5.254435   -3.0331881    1.251836e+00
  [5031,]   5.244695   -2.8706226    1.237131e+00
  [5032,]   5.230511   -2.9124378    1.360756e+00
  [5033,]   5.220663   -2.8786552    1.268075e+00
  [5034,]   5.214680   -2.8846174    1.317609e+00
  [5035,]   5.189464   -2.8462517    1.252142e+00
  [5036,]   5.214353   -2.8587502    1.327683e+00
  [5037,]   5.192207   -2.9217643    1.418111e+00
  [5038,]   5.166378   -3.0406956    1.477814e+00
  [5039,]   5.149478   -3.0835676    1.400013e+00
  [5040,]   5.081458   -3.0664122    1.417226e+00
  [5041,]   5.090615   -2.9964555    1.422970e+00
  [5042,]   5.049065   -2.7870739    1.283071e+00
  [5043,]   5.048230   -2.7334291    9.073566e-01
  [5044,]   5.100216   -2.7213715    8.986551e-01
  [5045,]   5.037785   -2.4334347    8.354333e-01
  [5046,]   5.059766   -2.4632916    8.026101e-01
  [5047,]   5.059323   -2.4641637    8.490750e-01
  [5048,]   5.069135   -2.4039438    8.384226e-01
  [5049,]   5.049979   -2.4196146    8.564846e-01
  [5050,]   5.093284   -2.4316064    8.267628e-01
  [5051,]   5.109923   -2.5598294    1.026245e+00
  [5052,]   5.114144   -2.5345701    1.022552e+00
  [5053,]   5.113977   -2.4853676    9.643108e-01
  [5054,]   5.100265   -2.4067101    9.081531e-01
  [5055,]   5.113188   -2.4537528    9.468292e-01
  [5056,]   5.100846   -2.4867622    9.962821e-01
  [5057,]   5.099030   -2.4586841    1.001712e+00
  [5058,]   5.094339   -2.4308622    9.624095e-01
  [5059,]   5.050520   -2.4177049    8.739678e-01
  [5060,]   5.044974   -2.2676495    8.792898e-01
  [5061,]   5.081721   -2.2633686    8.503920e-01
  [5062,]   5.138287   -2.3146840    8.569162e-01
  [5063,]   5.094461   -2.1635180    7.381901e-01
  [5064,]   5.124332   -2.1859863    6.282428e-01
  [5065,]   5.114824   -2.2262406    6.181994e-01
  [5066,]   5.103277   -2.1934002    6.167477e-01
  [5067,]   5.122232   -2.2888518    6.583389e-01
  [5068,]   5.086692   -2.2352437    8.202397e-01
  [5069,]   5.076956   -2.2595839    7.213810e-01
  [5070,]   5.052801   -2.1767077    5.756457e-01
  [5071,]   5.056293   -2.2103276    7.226466e-01
  [5072,]   5.045009   -2.2969013    7.431771e-01
  [5073,]   5.056824   -2.3962309    8.701451e-01
  [5074,]   5.063786   -2.4964390    8.965679e-01
  [5075,]   5.059396   -2.5847304    8.992114e-01
  [5076,]   5.040718   -2.5002463    8.348572e-01
  [5077,]   5.084669   -2.5745256    8.695981e-01
  [5078,]   5.069092   -2.5719670    8.326763e-01
  [5079,]   5.110531   -2.5948333    9.472268e-01
  [5080,]   5.109373   -2.3707829    9.443359e-01
  [5081,]   5.109709   -2.4516362    9.225764e-01
  [5082,]   5.069657   -2.4464570    9.133442e-01
  [5083,]   5.080774   -2.4775605    9.329082e-01
  [5084,]   5.084108   -2.4723160    1.035689e+00
  [5085,]   5.096215   -2.5450029    1.049697e+00
  [5086,]   5.114853   -2.5897986    1.104297e+00
  [5087,]   5.123701   -2.5696456    9.530576e-01
  [5088,]   5.162258   -2.5445122    9.712190e-01
  [5089,]   5.145006   -2.6069131    1.057551e+00
